property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-07-15,2178.0
House,13500000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-07-16,2178.0
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-07-16,2178.0
House,13500000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-07-16,2178.0
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-07-16,2178.0
House,13500000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-07-16,2178.0
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-07-16,2178.0
House,13500000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-07-16,2178.0
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-07-16,2178.0
Flat,13000000,Jamshed Town,24.877069,67.033277,3,3,2019-07-16,1824.075
House,13500000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-07-12,2178.0
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-07-13,2178.0
House,75000000,DHA Defence,24.824093,67.061405,6,6,2019-07-12,3267.0
House,110000000,DHA Defence,24.805045,67.064323,6,6,2019-07-12,5445.0
House,135000000,DHA Defence,24.805045,67.064323,6,6,2019-07-12,6534.0
House,13500000,Cantt,24.950266,67.216759,5,5,2019-07-12,4655.475
House,95000000,DHA Defence,24.810265,67.043552,6,6,2019-07-12,5445.0
Flat,3400000,Gulshan-e-Iqbal Town,24.924038,67.087233,2,2,2019-07-12,898.425
Flat,5500000,Scheme 33,24.938913,67.140593,2,2,2019-07-12,1034.55
Flat,5000000,Gulshan-e-Iqbal Town,24.898465,67.0625,3,3,2019-07-12,1197.9
House,32500000,Scheme 33,24.962834,67.124126,6,6,2019-07-12,2178.0
House,16000000,Scheme 33,24.96247,67.121103,4,4,2019-07-12,1306.8
House,18000000,Scheme 33,24.96247,67.121103,4,4,2019-07-12,1306.8
House,17500000,Scheme 33,24.96247,67.121103,4,4,2019-07-12,1306.8
House,32000000,Scheme 33,24.96247,67.121103,6,6,2019-07-12,2613.6
House,33500000,Scheme 33,24.96247,67.121103,6,6,2019-07-12,2613.6
Upper Portion,4500000,Federal B Area,24.929408,67.08071,2,2,2019-07-16,789.525
Flat,6500000,DHA Defence,24.832117,67.063637,2,2,2019-07-12,1089.0
Flat,10000000,DHA Defence,24.832117,67.063637,3,3,2019-07-12,1334.025
Flat,12500000,DHA Defence,24.832117,67.063637,3,3,2019-07-12,1361.25
Flat,6800000,DHA Defence,24.832117,67.063637,2,2,2019-07-12,1089.0
Flat,58000000,Bath Island,24.835661,67.028604,4,4,2019-07-16,2776.95
Flat,12000000,DHA Defence,24.810265,67.043552,2,2,2019-07-12,1279.575
House,12000000,Scheme 33,24.938913,67.140593,3,3,2019-07-12,1306.8
Flat,2800000,Scheme 33,24.954046,67.112567,2,2,2019-07-12,980.1
Flat,6200000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-15,1143.45
Flat,6500000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-15,1143.45
Flat,11900000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-15,2722.5
Flat,12100000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-15,2722.5
Flat,12200000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-15,2722.5
Flat,12300000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-15,2722.5
Flat,12400000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-15,2722.5
Flat,6200000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,6300000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,6400000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,6500000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,6600000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,6700000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,6800000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,6900000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,7000000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,7100000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-13,1143.45
Flat,11500000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
Flat,11600000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
Flat,11700000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
Flat,11800000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
Flat,11900000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
Flat,12000000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
Flat,12100000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
Flat,12200000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
Flat,12300000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
Flat,12400000,Bahria Town Karachi,25.020961,67.321172,3,3,2019-07-13,2722.5
House,71500000,Cantt,24.937425,67.182856,5,5,2019-07-12,5445.0
House,14500000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-07-12,1633.5
Flat,3500000,P & T Colony,24.826386,67.045677,2,2,2019-07-16,952.875
House,8000000,University Road,24.92252,67.103269,3,3,2019-07-12,1306.8
Flat,25000000,DHA Defence,24.805045,67.064323,3,3,2019-07-12,2232.45
House,129500000,DHA Defence,24.782215,67.074537,6,5,2019-07-12,5445.0
Flat,5200000,North Karachi,24.972287,67.066298,3,3,2019-07-12,1089.0
Flat,9000000,Clifton,24.817121,66.998363,2,2,2019-07-12,1089.0
Flat,34000000,Clifton,24.826625,67.037923,3,3,2019-07-12,1442.925
Flat,15000000,Clifton,24.817121,66.998363,3,3,2019-07-12,1932.975
Flat,35000000,Jamshed Town,24.883439,67.033424,2,4,2019-07-12,2423.025
Flat,5500000,Jamshed Town,24.883439,67.033424,2,2,2019-07-12,898.425
Flat,5000000,Jamshed Town,24.883439,67.033424,2,2,2019-07-12,898.425
Flat,4500000,Jamshed Town,24.883439,67.033424,2,2,2019-07-12,735.075
Flat,3500000,Jamshed Town,24.883439,67.033424,2,2,2019-07-12,490.05
Flat,14000000,Jamshed Town,24.883439,67.033424,2,3,2019-07-12,1687.95
Flat,22500000,Jamshed Town,24.883439,67.033424,2,3,2019-07-12,1824.075
Flat,30000000,Jamshed Town,24.883439,67.033424,2,4,2019-07-12,2423.025
Flat,15000000,Jamshed Town,24.883439,67.033424,2,2,2019-07-12,1034.55
House,6000000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,9500000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,7000000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,4500000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,5000000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,3700000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,6800000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,2500000,Gadap Town,25.036072,67.065954,3,3,2019-07-12,707.85
House,7000000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,5200000,Gadap Town,25.016433,67.060102,3,3,2019-07-12,925.65
House,3800000,Gadap Town,25.016433,67.060102,3,3,2019-07-12,925.65
House,6500000,Gadap Town,25.036801,67.065561,3,3,2019-07-12,1306.8
House,6500000,Gadap Town,25.016433,67.060102,3,3,2019-07-12,925.65
House,3500000,Gadap Town,25.016433,67.060102,3,3,2019-07-12,925.65
House,4500000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,5000000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,7000000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,6800000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,3700000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,6800000,Gadap Town,25.009123,67.059045,3,3,2019-07-12,925.65
House,45000000,DHA Defence,24.819653,67.077749,4,4,2019-07-12,1306.8
Flat,21000000,DHA Defence,24.805045,67.064323,3,3,2019-07-12,2423.025
Flat,9500000,Gulistan-e-Jauhar,24.915748,67.119548,3,3,2019-07-12,1742.4
Flat,10500000,Gulistan-e-Jauhar,24.915748,67.119548,3,3,2019-07-12,1742.4
Flat,13500000,Gulistan-e-Jauhar,24.920965,67.122366,3,3,2019-07-12,1742.4
Flat,6500000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-07-12,1197.9
Flat,7600000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-07-17,1197.9
Flat,5500000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-07-17,898.425
Flat,6500000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-07-17,1197.9
Flat,6500000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-07-17,1197.9
Flat,8000000,Gulistan-e-Jauhar,24.912026,67.130733,3,3,2019-07-17,1633.5
Flat,10500000,Gulistan-e-Jauhar,24.913179,67.121959,3,3,2019-07-17,1932.975
Flat,5200000,Gulistan-e-Jauhar,24.920384,67.129162,2,2,2019-07-17,898.425
Flat,7000000,Gulistan-e-Jauhar,24.923142,67.134826,2,2,2019-07-17,1334.025
Flat,6500000,Gulistan-e-Jauhar,24.923142,67.134826,2,2,2019-07-17,1143.45
Flat,4600000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-07-17,1143.45
Lower Portion,13500000,Gulistan-e-Jauhar,24.920384,67.129162,3,3,2019-07-17,2178.0
Upper Portion,13500000,Gulistan-e-Jauhar,24.920384,67.129162,3,3,2019-07-17,2178.0
House,50000000,Gulistan-e-Jauhar,24.923999,67.13414,6,6,2019-07-17,4356.0
House,23000000,Gulistan-e-Jauhar,24.923999,67.13414,4,4,2019-07-17,1306.8
Lower Portion,20000000,Gulistan-e-Jauhar,24.920384,67.129162,4,4,2019-07-17,4356.0
House,47000000,Gulistan-e-Jauhar,24.920384,67.129162,6,6,2019-07-17,3539.25
House,26000000,Gulistan-e-Jauhar,24.916185,67.135196,6,6,2019-07-17,1306.8
Lower Portion,17000000,Gulistan-e-Jauhar,24.916185,67.135196,4,4,2019-07-17,2613.6
Upper Portion,14000000,Gulistan-e-Jauhar,24.916185,67.135196,3,3,2019-07-17,2885.85
House,37000000,Gulistan-e-Jauhar,24.920384,67.129162,6,6,2019-07-17,2178.0
Flat,8600000,Scheme 33,24.938913,67.140593,2,2,2019-07-12,1442.925
Upper Portion,8500000,Federal B Area,24.929408,67.08071,3,3,2019-07-12,1579.05
House,17000000,Federal B Area,24.931276,67.074873,4,5,2019-07-12,1306.8
Lower Portion,7000000,Federal B Area,24.945596,67.072513,2,2,2019-07-12,1306.8
Upper Portion,7500000,Federal B Area,24.945596,67.072513,3,3,2019-07-12,1306.8
Upper Portion,7500000,Federal B Area,24.945596,67.072513,3,3,2019-07-12,1306.8
Upper Portion,7000000,Federal B Area,24.929408,67.08071,2,2,2019-07-12,1306.8
Upper Portion,8500000,Federal B Area,24.929408,67.08071,2,2,2019-07-12,1579.05
Upper Portion,7000000,Federal B Area,24.945596,67.072513,2,2,2019-07-12,1306.8
Upper Portion,7500000,Federal B Area,24.945596,67.072513,2,2,2019-07-12,1306.8
Flat,5000000,Gulshan-e-Iqbal Town,24.923765,67.09852,2,2,2019-07-12,980.1
Upper Portion,16000000,Gulshan-e-Iqbal Town,24.911536,67.132028,3,3,2019-07-12,2178.0
Lower Portion,16000000,Gulshan-e-Iqbal Town,24.911726,67.098014,3,3,2019-07-12,2613.6
Upper Portion,20000000,Gulshan-e-Iqbal Town,24.928318,67.092855,3,3,2019-07-12,2613.6
House,26000000,Gulshan-e-Iqbal Town,24.911691,67.086039,3,3,2019-07-12,1306.8
Upper Portion,20000000,Gulshan-e-Iqbal Town,24.919484,67.089765,3,3,2019-07-12,2613.6
Lower Portion,15500000,Gulshan-e-Iqbal Town,24.924038,67.087233,3,3,2019-07-12,2613.6
House,37000000,Gulshan-e-Iqbal Town,24.919484,67.089765,6,6,2019-07-12,2613.6
House,60000000,Gulshan-e-Iqbal Town,24.934623,67.099164,6,6,2019-07-12,3267.0
House,25000000,Gulshan-e-Iqbal Town,24.91567,67.083628,5,5,2019-07-12,1306.8
Flat,9800000,Gulshan-e-Iqbal Town,24.919484,67.089765,3,3,2019-07-12,1442.925
Flat,8500000,Gulshan-e-Iqbal Town,24.911726,67.098014,3,3,2019-07-12,1579.05
Flat,10000000,Gulshan-e-Iqbal Town,24.903565,67.081525,3,3,2019-07-12,1579.05
Flat,6000000,North Nazimabad,24.941744,67.053638,2,2,2019-07-12,843.975
Flat,4500000,North Nazimabad,24.941744,67.053638,1,1,2019-07-12,490.05
Flat,17000000,North Nazimabad,24.941744,67.053638,3,3,2019-07-12,1660.725
Lower Portion,17500000,North Nazimabad,24.935635,67.05102,4,4,2019-07-12,2613.6
Flat,9000000,North Nazimabad,24.935635,67.05102,2,2,2019-07-12,1197.9
Flat,9000000,North Nazimabad,24.941744,67.053638,2,2,2019-07-12,1197.9
House,30000000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,2531.925
Flat,6000000,North Nazimabad,24.941744,67.053638,2,2,2019-07-12,735.075
Flat,9000000,North Nazimabad,24.935635,67.05102,2,2,2019-07-12,1279.575
House,25000000,DHA Defence,24.819653,67.077749,4,4,2019-07-12,1089.0
House,30000000,DHA Defence,24.819653,67.077749,4,4,2019-07-12,1089.0
House,29000000,DHA Defence,24.819653,67.077749,4,4,2019-07-12,1089.0
House,16000000,Federal B Area,24.918394,67.066677,4,5,2019-07-12,1306.8
Lower Portion,6200000,Federal B Area,24.922442,67.073629,2,2,2019-07-12,1306.8
Upper Portion,6500000,Federal B Area,24.918394,67.066677,2,2,2019-07-12,1306.8
Upper Portion,6500000,Federal B Area,24.922442,67.073629,2,2,2019-07-12,1306.8
Upper Portion,7000000,Federal B Area,24.922442,67.073629,2,2,2019-07-12,1306.8
Upper Portion,7000000,Federal B Area,24.918394,67.066677,2,2,2019-07-12,1306.8
House,13500000,Federal B Area,24.918394,67.066677,4,5,2019-07-12,1306.8
Upper Portion,7000000,Federal B Area,24.929408,67.08071,2,2,2019-07-12,1306.8
House,14000000,Federal B Area,24.918394,67.066677,4,5,2019-07-12,1306.8
House,14000000,Federal B Area,24.918394,67.066677,4,5,2019-07-12,1306.8
Upper Portion,2400000,Federal B Area,24.911388,67.060368,2,2,2019-07-12,435.6
Upper Portion,2400000,Federal B Area,24.911388,67.060368,2,2,2019-07-12,435.6
Upper Portion,3500000,Federal B Area,24.911388,67.060368,2,2,2019-07-12,653.4
Upper Portion,3500000,Federal B Area,24.911388,67.060368,2,2,2019-07-12,653.4
House,17000000,Federal B Area,24.918394,67.066677,4,5,2019-07-12,1306.8
House,20000000,Federal B Area,24.918394,67.066677,4,5,2019-07-12,1306.8
Upper Portion,7000000,Federal B Area,24.918394,67.066677,2,2,2019-07-12,1306.8
Upper Portion,7000000,Federal B Area,24.922442,67.073629,2,2,2019-07-12,1306.8
Upper Portion,5200000,Federal B Area,24.918394,67.066677,2,2,2019-07-12,653.4
Upper Portion,4600000,Federal B Area,24.918394,67.066677,2,2,2019-07-12,653.4
Flat,6100000,Bahria Town Karachi,25.013015,67.314401,2,2,2019-07-12,1089.0
House,20000000,Federal B Area,24.915164,67.055476,4,5,2019-07-12,1306.8
House,29000000,Federal B Area,24.915164,67.055476,4,5,2019-07-12,1306.8
House,19000000,Federal B Area,24.915164,67.055476,4,5,2019-07-12,1306.8
House,27000000,Federal B Area,24.915164,67.055476,4,5,2019-07-12,1306.8
Flat,3500000,Federal B Area,24.915164,67.055476,2,2,2019-07-12,762.3
Upper Portion,16500000,Gulshan-e-Iqbal Town,24.920535,67.08312,3,3,2019-07-12,2613.6
Flat,3700000,Federal B Area,24.915164,67.055476,2,2,2019-07-12,762.3
House,19500000,Federal B Area,24.915164,67.055476,4,5,2019-07-12,1306.8
House,27500000,Federal B Area,24.915164,67.055476,4,5,2019-07-12,1306.8
Flat,3700000,Federal B Area,24.915164,67.055476,2,2,2019-07-12,789.525
Flat,3500000,Federal B Area,24.915164,67.055476,2,2,2019-07-12,789.525
Upper Portion,8500000,Federal B Area,24.915164,67.055476,2,2,2019-07-12,1306.8
Flat,3900000,Gadap Town,25.066861,67.063204,2,2,2019-07-12,735.075
Flat,4300000,Gadap Town,25.067949,67.06844,2,2,2019-07-12,898.425
Flat,8000000,Gadap Town,25.067949,67.06844,2,2,2019-07-12,1143.45
Flat,3950000,North Nazimabad,24.961832,67.050476,2,2,2019-07-12,735.075
Flat,6700000,Bahria Town Karachi,24.894076,67.027715,3,2,2019-07-12,1388.475
Flat,17500000,North Nazimabad,24.935635,67.05102,2,2,2019-07-12,1932.975
House,50000000,North Nazimabad,24.961832,67.050476,6,6,2019-07-12,3267.0
House,90000000,North Nazimabad,24.929369,67.045226,6,6,2019-07-12,4356.0
Flat,7000000,North Nazimabad,24.941744,67.053638,2,2,2019-07-12,1089.0
Flat,8500000,North Nazimabad,24.929369,67.045226,2,2,2019-07-12,1143.45
Flat,11000000,North Nazimabad,24.941744,67.053638,2,2,2019-07-12,1143.45
Flat,18500000,North Nazimabad,24.942561,67.042007,2,2,2019-07-12,1932.975
House,34000000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,2613.6
House,29000000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,2613.6
Upper Portion,16000000,North Nazimabad,24.935635,67.05102,3,3,2019-07-12,2531.925
Upper Portion,21000000,North Nazimabad,24.935635,67.05102,3,3,2019-07-12,2531.925
Flat,14500000,Jamshed Town,24.883439,67.033424,3,3,2019-07-12,1932.975
House,12500000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-07-12,2178.0
House,9900000,Karachi Motorway,25.077935,67.541729,3,3,2019-07-12,5445.0
House,7200000,Karachi Motorway,25.077935,67.541729,3,3,2019-07-12,1361.25
Flat,3100000,Nazimabad,24.906134,67.023983,2,2,2019-07-12,735.075
House,72500000,Nazimabad,24.916331,67.035398,6,6,2019-07-12,4601.025
House,67500000,Nazimabad,24.916331,67.035398,6,6,2019-07-12,4601.025
Flat,7800000,Nazimabad,24.916331,67.035398,2,2,2019-07-12,1388.475
Flat,3600000,Nazimabad,24.91493,67.026644,2,2,2019-07-12,843.975
House,37000000,Nazimabad,24.916331,67.035398,6,6,2019-07-12,5118.3
Upper Portion,20000000,Nazimabad,24.916331,67.035398,3,3,2019-07-12,2668.05
Upper Portion,8500000,Nazimabad,24.916331,67.035398,3,3,2019-07-12,1306.8
House,42000000,Nazimabad,24.916331,67.035398,6,6,2019-07-12,4601.025
Flat,4200000,Nazimabad,24.916331,67.035398,2,2,2019-07-12,980.1
House,31000000,Gulistan-e-Jauhar,24.926606,67.130384,6,6,2019-07-12,2613.6
House,390000000,DHA Defence,24.782215,67.074537,7,7,2019-07-12,21780.0
House,400000000,DHA Defence,24.782215,67.074537,7,7,2019-07-12,21780.0
House,100000000,DHA Defence,24.819653,67.077749,6,6,2019-07-12,6534.0
House,97500000,DHA Defence,24.805045,67.064323,5,5,2019-07-12,6534.0
House,390000000,DHA Defence,24.782215,67.074537,7,7,2019-07-12,21780.0
House,110000000,DHA Defence,24.805045,67.064323,6,6,2019-07-12,5445.0
House,85000000,DHA Defence,24.824093,67.061405,5,5,2019-07-12,3267.0
House,160000000,DHA Defence,24.805045,67.064323,6,6,2019-07-12,5445.0
House,150000000,DHA Defence,24.782215,67.074537,6,6,2019-07-12,5445.0
House,155000000,DHA Defence,24.810265,67.043552,6,6,2019-07-12,5445.0
House,155000000,DHA Defence,24.810265,67.043552,5,5,2019-07-12,5445.0
House,140000000,DHA Defence,24.810265,67.043552,6,6,2019-07-12,5445.0
House,140000000,DHA Defence,24.810265,67.043552,5,5,2019-07-12,5445.0
House,105000000,DHA Defence,24.805045,67.064323,5,5,2019-07-12,4356.0
House,120000000,DHA Defence,24.805045,67.064323,6,6,2019-07-12,5445.0
House,120000000,DHA Defence,24.821639,67.071691,6,6,2019-07-12,5445.0
House,11000000,North Karachi,24.972287,67.066298,8,8,2019-07-12,1089.0
Flat,6500000,North Nazimabad,24.941744,67.053638,2,2,2019-07-12,843.975
Flat,6500000,North Nazimabad,24.955324,67.051063,2,2,2019-07-12,1334.025
House,42500000,North Nazimabad,24.948943,67.045097,6,6,2019-07-12,2178.0
House,29000000,North Nazimabad,24.941744,67.053638,6,6,2019-07-12,2531.925
Flat,7000000,North Nazimabad,24.941744,67.053638,2,2,2019-07-12,1279.575
House,250000000,North Nazimabad,24.925361,67.039089,6,6,2019-07-12,21780.0
House,70000000,North Nazimabad,24.942561,67.042007,6,6,2019-07-12,6534.0
House,140000000,DHA Defence,24.7834672,67.05955347,6,6,2019-07-12,10890.0
House,13500000,Federal B Area,24.929408,67.08071,4,5,2019-07-12,1306.8
House,14000000,Federal B Area,24.931276,67.074873,4,5,2019-07-12,1306.8
Lower Portion,2500000,Federal B Area,24.929408,67.08071,2,2,2019-07-12,653.4
House,15000000,Federal B Area,24.931276,67.074873,4,5,2019-07-12,1306.8
House,22500000,Federal B Area,24.931276,67.074873,4,5,2019-07-12,1306.8
Flat,4000000,Federal B Area,24.937736,67.080152,2,2,2019-07-12,843.975
Upper Portion,6500000,Federal B Area,24.931276,67.074873,2,2,2019-07-12,1306.8
House,42500000,Federal B Area,24.918394,67.066677,4,5,2019-07-12,2178.0
House,24000000,Federal B Area,24.929408,67.08071,4,5,2019-07-12,1306.8
House,17000000,Federal B Area,24.929408,67.08071,4,5,2019-07-12,1306.8
Upper Portion,7500000,Federal B Area,24.931276,67.074873,2,2,2019-07-12,1306.8
Upper Portion,8500000,Federal B Area,24.931276,67.074873,2,2,2019-07-12,1306.8
Upper Portion,8500000,Federal B Area,24.931276,67.074873,2,2,2019-07-12,1306.8
Upper Portion,8500000,Federal B Area,24.931276,67.074873,2,2,2019-07-12,1306.8
Upper Portion,8500000,Federal B Area,24.931276,67.074873,2,2,2019-07-12,1306.8
Upper Portion,8500000,Federal B Area,24.929408,67.08071,2,2,2019-07-12,1742.4
Flat,5500000,Gadap Town,25.051119,67.064581,2,2,2019-07-12,980.1
Flat,5500000,Gadap Town,25.051119,67.064581,2,2,2019-07-12,980.1
Upper Portion,11000000,Federal B Area,24.931276,67.074873,2,2,2019-07-12,1306.8
House,15000000,Federal B Area,24.931276,67.074873,4,5,2019-07-12,1306.8
House,20000000,Federal B Area,24.929408,67.08071,4,5,2019-07-12,1306.8
House,20000000,Federal B Area,24.929408,67.08071,4,5,2019-07-12,1306.8
Upper Portion,5500000,Federal B Area,24.937736,67.080152,2,2,2019-07-12,1306.8
House,18000000,Federal B Area,24.929408,67.08071,4,5,2019-07-12,1306.8
House,13000000,Federal B Area,24.922442,67.073629,4,5,2019-07-12,871.2
Flat,4000000,Federal B Area,24.931276,67.074873,2,2,2019-07-12,898.425
House,30000000,Federal B Area,24.929408,67.08071,4,5,2019-07-12,1306.8
Flat,20000000,DHA Defence,24.805045,67.064323,3,3,2019-07-12,2123.5499999999997
Flat,23500000,DHA Defence,24.805045,67.064323,3,3,2019-07-12,1742.4
House,40000000,North Nazimabad,24.942561,67.042007,6,6,2019-07-12,2178.0
House,40000000,North Nazimabad,24.936063,67.036128,6,6,2019-07-12,2178.0
House,51000000,North Nazimabad,24.932405,67.030249,6,6,2019-07-12,3267.0
Lower Portion,21000000,North Nazimabad,24.932405,67.030249,3,3,2019-07-12,2722.5
Upper Portion,21000000,North Nazimabad,24.932405,67.030249,3,3,2019-07-12,2722.5
House,52500000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,2613.6
House,80000000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,4356.0
House,80000000,North Nazimabad,24.929369,67.045226,6,6,2019-07-12,5989.500000000001
House,50000000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,4519.35
House,170000000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,16335.0
House,27500000,North Nazimabad,24.932405,67.030249,6,6,2019-07-12,2178.0
House,52500000,North Nazimabad,24.932405,67.030249,6,6,2019-07-12,3267.0
House,45000000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,2531.925
House,75000000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,4356.0
House,62000000,North Nazimabad,24.942561,67.042007,6,6,2019-07-12,6534.0
House,30000000,North Nazimabad,24.942561,67.042007,6,6,2019-07-12,2178.0
House,55000000,North Nazimabad,24.935635,67.05102,6,6,2019-07-12,2531.925
House,23500000,North Nazimabad,24.955324,67.051063,6,6,2019-07-12,2178.0
Lower Portion,18000000,North Nazimabad,24.935635,67.05102,3,3,2019-07-12,2531.925
Flat,6500000,Federal B Area,24.92863,67.064466,3,3,2019-07-13,1306.8
Flat,6500000,Scheme 33,25.009258,67.117196,3,3,2019-07-12,1442.925
House,3000000,Bin Qasim Town,24.849896,67.261334,2,2,2019-07-13,653.4
Flat,5000000,Punjab Colony,24.830948,67.047329,3,2,2019-07-12,1089.0
House,140000000,DHA Defence,24.824093,67.061405,4,7,2019-07-12,9801.0
House,77500000,DHA Defence,24.824093,67.061405,3,6,2019-07-12,5445.0
House,65000000,DHA Defence,24.805045,67.064323,3,6,2019-07-12,3267.0
House,58000000,DHA Defence,24.810265,67.043552,2,4,2019-07-12,3267.0
House,60000000,Nazimabad,24.916331,67.035398,6,6,2019-07-12,4601.025
House,65000000,Nazimabad,24.916331,67.035398,6,6,2019-07-12,5281.65
House,46000000,Nazimabad,24.916331,67.035398,6,6,2019-07-12,5036.625
House,40000000,Nazimabad,24.916331,67.035398,6,6,2019-07-12,5036.625
House,60000000,Nazimabad,24.916331,67.035398,6,6,2019-07-12,8712.0
Flat,7500000,Nazimabad,24.916331,67.035398,3,3,2019-07-12,1742.4
Flat,8500000,Nazimabad,24.916331,67.035398,2,2,2019-07-12,1279.575
Flat,7000000,Nazimabad,24.916331,67.035398,2,2,2019-07-12,1143.45
Flat,4500000,Nazimabad,24.916331,67.035398,2,2,2019-07-12,843.975
Flat,4500000,Nazimabad,24.916331,67.035398,2,2,2019-07-12,1334.025
House,35000000,DHA Defence,24.819653,67.077749,4,4,2019-07-12,1089.0
House,30000000,DHA Defence,24.819653,67.077749,5,5,2019-07-12,1089.0
House,40000000,DHA Defence,24.819653,67.077749,3,3,2019-07-12,1089.0
House,35000000,DHA Defence,24.819653,67.077749,3,3,2019-07-12,1089.0
House,38000000,DHA Defence,24.819653,67.077749,3,3,2019-07-12,1089.0
House,57500000,DHA Defence,24.821639,67.071691,4,4,2019-07-12,2178.0
House,65000000,DHA Defence,24.821639,67.071691,6,6,2019-07-12,2178.0
House,80000000,DHA Defence,24.824093,67.061405,5,5,2019-07-12,3267.0
House,77500000,DHA Defence,24.824093,67.061405,5,5,2019-07-12,3267.0
House,55000000,DHA Defence,24.824093,67.061405,4,4,2019-07-12,3267.0
House,92500000,DHA Defence,24.824093,67.061405,5,5,2019-07-12,3267.0
House,72500000,DHA Defence,24.821639,67.071691,6,6,2019-07-12,3267.0
House,77500000,DHA Defence,24.824093,67.061405,6,6,2019-07-12,3267.0
House,75000000,DHA Defence,24.824093,67.061405,4,4,2019-07-12,3267.0
House,78000000,DHA Defence,24.824093,67.061405,4,4,2019-07-12,3267.0
