property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft
House,25000000,North Karachi,24.952935,67.066265,4,4,2019-01-04,1851.3
House,32000000,North Karachi,24.952935,67.066265,6,6,2019-01-04,2395.8
House,21000000,North Karachi,24.95747,67.064222,8,7,2019-01-04,1306.8
Flat,8500000,M. A. Jinnah Road,24.855992,67.009472,2,3,2019-01-18,1524.6
Flat,3500000,Jamshed Road,24.88084,67.041705,2,2,2019-01-18,626.175
Flat,3800000,Gulistan-e-Jauhar,24.913179,67.121959,3,3,2019-06-27,1442.925
Flat,7000000,North Nazimabad,24.961242,67.056011,3,3,2019-06-14,1442.925
Flat,5500000,North Nazimabad,24.961242,67.056011,2,2,2019-06-14,1034.55
Flat,7000000,North Nazimabad,24.961242,67.056011,3,3,2019-06-14,1442.925
House,16000000,Scheme 33,24.938913,67.140593,4,4,2019-01-18,1361.25
Lower Portion,7000000,Federal B Area,24.918394,67.066677,3,3,2019-07-02,1579.05
Upper Portion,7500000,Federal B Area,24.918394,67.066677,3,3,2019-07-02,1579.05
Upper Portion,7500000,Federal B Area,24.918394,67.066677,3,3,2019-07-02,1579.05
Flat,4500000,Federal B Area,24.931276,67.074873,1,2,2019-01-18,980.1
House,120000000,Clifton,24.826625,67.037923,6,6,2019-05-06,5445.0
Upper Portion,4700000,Shah Faisal Town,24.879039,67.183363,2,2,2019-01-18,1089.0
Flat,3000000,Liaquatabad,24.903253,67.052279,2,3,2019-06-05,762.3
Flat,2100000,Liaquatabad,24.903253,67.052279,2,2,2019-06-05,626.175
House,50000000,Clifton,24.813927,67.01261,5,5,2019-01-18,3620.925
House,189900000,DHA Defence,24.785955,67.067499,8,7,2019-06-14,10890.0
Flat,11200000,Gulistan-e-Jauhar,24.923142,67.134826,2,2,2019-03-19,1579.05
House,20400000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0
House,222000000,Shaheed Millat Road,24.876976,67.069237,10,11,2019-01-18,9801.0
Upper Portion,14000000,North Nazimabad,24.936063,67.036128,3,3,2019-01-18,2178.0
Flat,19000000,DHA Defence,24.805045,67.064323,4,3,2019-07-02,2232.45
House,120000000,Federal B Area,24.929836,67.059166,4,5,2019-01-18,10890.0
House,6000000,Gadap Town,25.051119,67.064581,4,6,2019-01-18,925.65
Flat,12000000,Gulshan-e-Iqbal Town,24.924038,67.087233,3,3,2019-01-18,1742.4
Flat,4000000,Punjab Colony,24.830948,67.047329,2,3,2019-01-18,789.525
Flat,15500000,Defence View Society,24.834128,67.078099,3,3,2019-01-18,1742.4
House,6000000,Korangi,24.832078,67.129869,4,4,2019-01-18,653.4
Flat,13000000,Saddar Town,24.876626,67.018219,2,3,2019-01-18,1660.725
House,47000000,Jamshed Town,24.864595,67.066126,5,5,2019-01-18,2722.5
Upper Portion,35000000,Shahra-e-Faisal,24.863952,67.075031,4,4,2019-06-05,3267.0
House,110000000,DHA Defence,24.805045,67.064323,5,5,2019-06-05,5445.0
House,170000000,DHA Defence,24.805045,67.064323,5,5,2019-06-05,10890.0
House,80000000,Gulshan-e-Iqbal Town,24.899672,67.094536,4,4,2019-01-04,2613.6
Upper Portion,15000000,Gulshan-e-Iqbal Town,24.924038,67.087233,3,3,2019-01-18,2178.0
Flat,42500000,Jamshed Town,24.869111,67.060976,4,4,2019-06-14,3620.925
Flat,45000000,Jamshed Town,24.869111,67.060976,4,4,2019-06-14,3620.925
House,8600000,Gadap Town,25.004868,67.041096,4,5,2019-01-18,1742.4
Flat,5500000,North Nazimabad,24.933144,67.033167,2,2,2019-01-18,1197.9
Upper Portion,8000000,Nazimabad,24.906134,67.023983,3,3,2019-01-18,1089.0
House,7500000,Shahra-e-Faisal,24.895468,67.177091,4,6,2019-01-18,707.85
Flat,9500000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-01-18,1824.075
Flat,30000000,Jamshed Town,24.859299,67.055311,4,4,2019-06-07,2531.925
House,18500000,Gulberg Town,24.91656993,67.07689755,4,4,2019-06-28,1306.8
Upper Portion,25000000,Jamshed Town,24.862453,67.080925,7,5,2019-01-18,3512.025
Flat,5500000,Gulshan-e-Iqbal Town,24.893638,67.051492,2,2,2019-01-19,1089.0
Flat,9500000,Clifton,24.806292,67.030456,2,2,2019-01-04,1687.95
Flat,5700000,Shahra-e-Faisal,24.863952,67.075031,2,2,2019-01-18,1252.35
House,35000000,Gulshan-e-Iqbal Town,24.929247,67.093605,2,3,2019-07-03,2613.6
House,55000000,DHA Defence,24.824093,67.0614,4,4,2019-06-14,3267.0
House,7500000,Shahra-e-Faisal,24.895468,67.177091,4,7,2019-01-18,707.85
House,8000000,Gadap Town,25.050147,67.0261,3,3,2019-01-19,1306.8
House,100000000,Naval Housing Scheme,24.838338,67.055746,4,4,2019-02-16,3811.5
Flat,46500000,Civil Lines,24.84567,67.030077,4,3,2019-05-06,2423.025
House,65000000,DHA Defence,24.805045,67.064323,4,4,2019-01-04,3267.0
Flat,46000000,Bath Island,24.835661,67.028604,4,3,2019-05-06,2668.05
Flat,6000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-01-18,1742.4
House,9500000,North Karachi,24.997654,67.057307,3,3,2019-01-18,1306.8
Upper Portion,4500000,North Nazimabad,24.922481,67.020292,2,2,2019-01-18,980.1
House,75000000,DHA Defence,24.824093,67.061405,4,4,2019-01-18,3267.0
House,85000000,DHA Defence,24.810265,67.043552,8,5,2019-01-04,5445.0
House,80000000,DHA Defence,24.805045,67.064323,5,5,2019-02-17,5445.0
House,85000000,DHA Defence,24.805045,67.064323,6,6,2019-02-18,5445.0
Flat,3000000,Liaquatabad,24.903253,67.052279,2,3,2019-06-05,762.3
Upper Portion,16000000,Nazimabad,24.90535545,67.03608704,4,4,2019-01-19,2341.35
Flat,11000000,Muslimabad Society,24.879255,67.049402,2,2,2019-06-07,1334.025
Flat,11500000,Defence Garden,24.845576,67.054217,2,2,2019-01-18,1279.575
Flat,12200000,Gulistan-e-Jauhar,24.9374,67.148679,3,3,2019-01-18,1442.925
Flat,13000000,Jamshed Road,24.88084,67.041705,3,3,2019-01-06,2178.0
Upper Portion,8500000,Nazimabad,24.906134,67.02398,3,3,2019-01-19,1415.7
Flat,7000000,Gulshan-e-Iqbal Town,24.898465,67.0625,4,3,2019-01-06,1197.9
Flat,2800000,Federal B Area,24.926606,67.067707,1,1,2019-01-06,408.375
Flat,3800000,Gulshan-e-Iqbal Town,24.912128,67.099257,2,2,2019-05-06,898.425
House,49000000,Gulistan-e-Jauhar,24.923999,67.13414,6,6,2019-04-09,4356.0
House,23500000,North Nazimabad,24.961242,67.056011,4,4,2019-06-21,1306.8
House,16500000,North Nazimabad,24.961242,67.056011,4,4,2019-06-21,1306.8
House,110000000,DHA Defence,24.819653,67.077749,6,6,2019-01-18,5445.0
Flat,6000000,DHA Defence,24.805045,67.064323,2,2,2019-01-18,598.95
Flat,10000000,Jamshed Town,24.877069,67.033277,2,2,2019-01-06,1034.55
Flat,8500000,Gulshan-e-Iqbal Town,24.924038,67.087233,3,3,2019-01-06,1442.925
House,105000000,DHA Defence,24.805045,67.064323,6,5,2019-03-19,5445.0
House,115000000,DHA Defence,24.821639,67.071691,5,5,2019-07-04,5445.0
Upper Portion,6500000,Defence View Society,24.840256,67.079061,3,3,2019-01-06,1089.0
House,4100000,Malir,24.9052,67.187483,3,4,2019-01-06,762.3
Flat,5500000,DHA Defence,24.810265,67.043552,2,2,2019-01-17,1143.45
Flat,8500000,North Nazimabad,24.941744,67.053638,3,2,2019-06-14,1334.025
House,15200000,North Karachi,24.96831894,67.06316376,6,5,2019-06-05,1306.8
House,110000000,Gulshan-e-Iqbal Town,24.899672,67.094536,6,6,2019-06-07,4356.0
Flat,4650000,Korangi,24.832078,67.129869,2,2,2019-01-06,871.2
Flat,24000000,Cantt,24.937425,67.182856,2,2,2019-01-18,1824.075
House,11500000,Gadap Town,25.017951,67.136393,4,4,2019-01-06,1796.85
House,85500000,Gulshan-e-Iqbal Town,24.898465,67.0625,6,7,2019-01-06,5445.0
Flat,5500000,Nazimabad,24.91964,67.023125,3,3,2019-01-06,1197.9
Flat,42500000,Shaheed Millat Road,24.876976,67.069237,4,4,2019-01-06,2531.925
Flat,16500000,Khalid Bin Walid Road,24.874922,67.057322,2,2,2019-01-06,1442.925
Flat,6000000,Shah Faisal Town,24.881434,67.176075,3,3,2019-01-18,1197.9
Flat,11000000,Gulistan-e-Jauhar,24.926606,67.130384,2,4,2019-01-18,1932.975
House,34000000,Gulshan-e-Iqbal Town,24.916643,67.096539,6,6,2019-03-19,2613.6
House,14000000,Gadap Town,25.01795,67.13639,3,3,2019-01-19,2178.0
Flat,10200000,Bahria Town Karachi,25.020961,67.321172,4,3,2019-01-06,2967.525
House,9300000,Scheme 33,24.964623,67.168558,3,4,2019-01-19,1306.8
Flat,3800000,Malir,24.89321,67.195473,2,2,2019-01-18,925.65
Flat,2800000,Gulshan-e-Iqbal Town,24.95618,67.115135,2,3,2019-01-18,1089.0
Upper Portion,16800000,North Karachi,24.972287,67.066298,3,5,2019-01-18,1960.2
Flat,5500000,Gulshan-e-Iqbal Town,24.898465,67.0625,2,2,2019-06-14,1143.45
House,1600000,Gulistan-e-Jauhar,24.924636,67.141903,2,2,2019-06-14,435.6
Flat,3200000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-01-18,980.1
House,65000000,Gulshan-e-Iqbal Town,24.90628,67.086254,8,8,2019-01-06,3348.675
Flat,4000000,Gulistan-e-Jauhar,24.904693,67.12281,2,2,2019-01-18,816.75
Upper Portion,30000000,Clifton,24.820432,67.029383,3,5,2019-01-18,2913.075
House,7500000,Liaquatabad,24.903253,67.052279,1,2,2019-01-18,871.2
House,17000000,Gadap Town,25.015384,67.11633,6,5,2019-01-19,1361.25
Flat,3700000,Abul Hassan Isphani Road,24.929981,67.105517,2,2,2019-01-19,653.4
Flat,3500000,Lyari Town,24.873083,66.987584,3,3,2019-01-18,544.5
Flat,3700000,North Nazimabad,24.949176,67.051578,2,3,2019-03-18,1089.0
House,1000000,Lyari Expressway,24.894222,67.045655,2,2,2019-01-19,871.2
House,45000000,Nazimabad,24.90535545,67.03608704,3,3,2019-01-06,2341.35
Upper Portion,8500000,Nazimabad,24.905355,67.03609,3,3,2019-01-06,1279.575
Upper Portion,22500000,North Nazimabad,24.933144,67.033167,4,4,2019-01-06,3267.0
House,220000000,DHA Defence,24.805045,67.064323,6,6,2019-07-04,10890.0
Upper Portion,26000000,Nazimabad,24.91672134,67.03162384,3,3,2019-01-06,4791.6
Upper Portion,12000000,Nazimabad,24.91672134,67.03162384,3,3,2019-01-06,1633.5
House,13600000,North Karachi,24.981312,67.05407,4,5,2019-01-18,1306.8
Upper Portion,9000000,Nazimabad,24.91672134,67.03162384,3,3,2019-01-06,1415.7
Flat,10000000,Gulshan-e-Iqbal Town,24.908308,67.07207,3,3,2019-01-06,1878.525
Upper Portion,14000000,Nazimabad,24.916721,67.031622,3,3,2019-01-06,1905.75
House,60000000,DHA Defence,24.782215,67.074537,4,4,2019-01-06,1633.5
Flat,1500000,Lalukhet,24.900299,67.032157,2,1,2019-01-18,544.5
Flat,7400000,North Nazimabad,24.94474,67.0575,3,3,2019-01-06,1442.925
Flat,15500000,Rashid Minhas Road,24.925114,67.090675,3,3,2019-01-06,2069.1
Flat,3500000,Abul Hassan Isphani Road,24.941817,67.098056,3,2,2019-01-19,1361.25
Flat,5800000,Federal B Area,24.926606,67.067707,2,2,2019-06-14,1334.025
House,180000000,Shah Rasool Colony,24.810966,67.034833,4,5,2019-01-18,10345.5
Flat,7000000,North Nazimabad,24.948476,67.059474,2,4,2019-01-18,1170.675
Flat,12000000,DHA Defence,24.827462,67.05608,2,2,2019-01-05,544.5
House,13000000,North Karachi,24.962319,67.074319,6,9,2019-01-18,1306.8
House,280000000,DHA Defence,24.805044,67.06432,6,6,2019-01-06,10890.0
Flat,6700000,North Karachi,24.953829,67.062029,2,2,2019-01-18,1089.0
Flat,14500000,Clifton,24.817121,66.998363,3,3,2019-01-18,1470.15
Flat,14500000,Rufi Lake Drive Apartments,24.907373,67.12111,4,4,2019-01-18,2913.075
Flat,8000000,Jamshed Road,24.88084,67.041705,2,2,2019-01-18,980.1
House,8000000,Scheme 33,24.938913,67.140593,2,3,2019-01-18,1306.8
Upper Portion,9000000,Nazimabad,24.916721,67.031622,3,3,2019-01-18,1633.5
Flat,6000000,North Nazimabad,24.933144,67.033167,3,4,2019-01-18,2178.0
Flat,82000000,Clifton,24.820432,67.029383,4,3,2019-06-14,4846.05
Flat,6900000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-01-18,1197.9
House,42500000,North Nazimabad,24.93802124,67.0524751,8,8,2019-01-18,2531.925
Flat,7000000,Jamshed Road,24.88084,67.041705,2,2,2019-01-18,1089.0
Flat,2000000,Nazimabad,24.922948,67.024326,1,1,2019-01-18,653.4
Flat,35000000,Cantt,24.899769,67.120412,3,3,2019-01-18,3321.45
Flat,15000000,Gulshan-e-Iqbal Town,24.898465,67.0625,3,3,2019-01-05,1987.425
Flat,28500000,Clifton,24.813927,67.01261,3,3,2019-02-17,2041.875
House,6800000,Cantt,24.905426,67.207114,2,6,2019-01-18,1306.8
Flat,9100000,University Road,24.93993568,67.1650238,2,3,2019-06-21,1742.4
Flat,20500000,DHA Defence,24.81026459,67.04354858,4,4,2019-05-06,2913.075
Flat,8500000,Scheme 33,24.964585,67.125883,2,2,2019-01-18,1089.0
House,65000000,DHA Defence,24.805045,67.064323,8,7,2019-06-05,5445.0
Flat,5500000,North Nazimabad,24.93314362,67.03316498,3,4,2019-01-18,2178.0
House,7500000,Gulshan-e-Iqbal Town,24.898465,67.0625,6,6,2019-01-18,925.65
House,64000000,Bath Island,24.83566,67.0286,4,4,2019-06-21,2722.5
Flat,7500000,DHA Defence,24.798481,67.045715,2,2,2019-05-06,1143.45
House,3500000,Gadap Town,25.036072,67.065954,3,5,2019-01-18,707.85
Flat,12500000,DHA Defence,24.805045,67.064323,3,3,2019-07-02,1089.0
Flat,7000000,Jamshed Road,24.88084,67.041705,2,3,2019-01-18,1089.0
Flat,3600000,Abul Hassan Isphani Road,24.941817,67.098056,2,2,2019-01-18,1143.45
Flat,4500000,Gulistan-e-Jauhar,24.912026,67.130733,2,2,2019-01-18,843.975
Upper Portion,12000000,North Nazimabad,24.935635,67.05102,3,3,2019-06-05,2613.6
House,32500000,Scheme 33,24.938913,67.140593,8,6,2019-01-18,2559.15
House,25000000,Jamshed Town,24.871447,67.058573,4,4,2019-06-07,1089.0
Flat,26000000,Gulshan-e-Iqbal Town,24.88776,67.076926,4,4,2019-06-27,2613.6
House,105000000,Jamshed Town,24.871447,67.058573,6,6,2019-06-07,6534.0
House,175000000,Jamshed Town,24.861596,67.05471,6,6,2019-06-30,7622.999999999999
House,2400000,Korangi,24.786082,67.129961,2,3,2019-01-18,408.375
House,6500000,Gadap Town,25.036072,67.065954,3,4,2019-01-18,1306.8
Upper Portion,8000000,Nazimabad,24.916721,67.031622,2,3,2019-01-18,1361.25
Flat,2500000,North Karachi,24.972287,67.066298,2,2,2019-01-18,653.4
Flat,2950000,Federal B Area,24.937736,67.080152,1,2,2019-01-18,843.975
Flat,3600000,North Karachi,24.954452,67.05858,2,2,2019-01-18,898.425
Flat,34500000,Cantt,24.937425,67.182856,4,3,2019-01-18,2994.75
Flat,11500000,DHA Defence,24.805044,67.06432,2,2,2019-05-06,1279.575
Flat,8500000,Gizri,24.821094,67.043195,3,3,2019-03-19,1579.05
Flat,8500000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-01-18,1089.0
Flat,3000000,Kemari Town,24.816965,66.983271,3,3,2019-01-18,598.95
Flat,9000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-01-18,1524.6
House,165000000,DHA Defence,24.785955,67.067499,6,6,2019-07-04,10890.0
Flat,32500000,Clifton,24.820432,67.029383,3,3,2019-05-06,1742.4
Flat,7000000,Gulshan-e-Iqbal Town,24.920535,67.08312,2,2,2019-01-18,980.1
House,113000000,DHA Defence,24.805045,67.064323,6,5,2019-01-18,5445.0
House,10000000,Malir Link To Super Highway,24.949734,67.182861,4,4,2019-01-04,1306.8
Flat,4600000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-06-30,1143.45
Flat,43500000,Cantt,24.937425,67.182856,4,4,2019-04-06,3620.925
Flat,38500000,Cantt,24.937425,67.182856,4,4,2019-04-06,3620.925
Flat,41000000,DHA Defence,24.782215,67.074537,3,3,2019-01-18,2613.6
House,65500000,Cantt,24.937425,67.182856,5,5,2019-06-05,5445.0
Upper Portion,16000000,Nazimabad,24.916721,67.031624,4,4,2019-01-18,2341.35
Flat,5000000,University Road,24.92252,67.103269,3,2,2019-01-18,1225.125
House,62400000,Cantt,24.937425,67.182856,5,5,2019-06-05,5445.0
House,60000000,DHA Defence,24.805044,67.06432,5,4,2019-03-19,3267.0
Flat,4750000,Gulistan-e-Jauhar,24.920384,67.129162,2,2,2019-01-18,898.425
House,100000000,Aisha Manzil,24.927498,67.064165,6,6,2019-01-18,9801.0
House,145000000,DHA Defence,24.782215,67.07454,6,6,2019-01-18,5445.0
Flat,5500000,Fazaia Housing Scheme,25.05711,67.480417,2,2,2019-01-18,1579.05
House,12000000,Manzoor Colony,24.850265,67.085216,2,4,2019-01-18,1089.0
House,80000000,Cantt,24.959894,67.188631,6,6,2019-06-07,5989.500000000001
House,60000000,Cantt,24.937425,67.182856,4,4,2019-06-07,5445.0
House,66500000,Cantt,24.937425,67.182856,5,5,2019-06-07,5445.0
House,90000000,Cantt,24.959894,67.188631,6,6,2019-06-07,5989.500000000001
Flat,5400000,North Nazimabad,24.964895,67.066877,3,3,2019-01-18,1579.05
Flat,46000000,Clifton,24.826391,67.029555,4,3,2019-05-06,2423.025
Flat,60000000,Clifton,24.826391,67.029555,5,4,2019-05-06,3865.95
Flat,38500000,Cantt,24.937425,67.182856,4,4,2019-06-07,3593.7
Flat,4800000,Scheme 33,24.938913,67.140593,2,2,2019-01-18,789.525
Flat,32000000,Cantt,24.937425,67.182856,3,3,2019-06-07,2722.5
Flat,31500000,Cantt,24.937425,67.182856,3,3,2019-06-07,2722.5
Flat,5000000,Delhi Colony,24.831727,67.043931,3,3,2019-06-21,1197.9
Flat,4500000,Abul Hassan Isphani Road,24.941817,67.098056,2,2,2019-01-18,1089.0
House,13500000,Manzoor Colony,24.850265,67.085216,5,6,2019-01-18,1089.0
Flat,5000000,Nazimabad,24.916721,67.031622,2,2,2019-01-18,898.425
Lower Portion,11000000,North Nazimabad,24.948943,67.045097,3,3,2019-01-18,1742.4
House,16500000,Federal B Area,24.922442,67.073629,2,2,2019-01-18,1306.8
Flat,32500000,Clifton,24.813927,67.01261,3,3,2019-01-18,2776.95
Flat,3200000,Ranchore Line Bazar,24.864734,67.013949,2,3,2019-01-18,2722.5
Flat,1700000,Korangi,24.826235,67.108905,2,2,2019-01-18,871.2
Flat,8500000,Jinnah Avenue,24.901059,67.180904,2,2,2019-01-18,1334.025
Flat,5300000,Gulistan-e-Jauhar,24.913179,67.121959,2,3,2019-05-06,1442.925
House,46000000,Gulistan-e-Jauhar,24.929719,67.130363,6,9,2019-01-18,4356.0
House,8000000,New Karachi,24.990648,67.057843,3,4,2019-03-18,871.2
House,2800000,Korangi,24.858398,67.151549,2,2,2019-01-18,435.6
House,14500000,Naya Nazimabad,24.969255,67.039855,6,8,2019-01-18,1742.4
Flat,6000000,Sakhi Hassan Chowrangi,24.954203,67.057675,3,3,2019-01-18,1742.4
Flat,3500000,North Nazimabad,24.949176,67.051578,2,2,2019-01-18,843.975
Flat,3800000,Gulshan-e-Iqbal Town,24.912128,67.099257,2,2,2019-05-06,898.425
Upper Portion,13500000,Shah Faisal Town,24.879857,67.169895,3,4,2019-01-18,2531.925
House,11500000,Gulshan-e-Iqbal Town,24.939604,67.095909,6,6,2019-06-05,1306.8
Upper Portion,16000000,Jamshed Town,24.864595,67.066124,3,4,2019-06-05,2178.0
House,115000000,DHA Defence,24.810265,67.043552,7,6,2019-06-21,5445.0
Flat,5800000,Gulistan-e-Jauhar,24.916185,67.135196,2,2,2019-01-18,952.875
House,6500000,Gadap Town,25.051119,67.064581,3,3,2019-01-18,1306.8
Flat,3200000,Punjab Colony,24.830948,67.047329,2,2,2019-06-05,789.525
Flat,10000000,P & T Colony,24.826386,67.045677,3,3,2019-02-18,1932.975
House,17000000,P & T Colony,24.826386,67.045677,5,5,2019-02-18,1306.8
House,25000000,Scheme 33,24.938913,67.140593,6,6,2019-01-18,2613.6
House,115000000,DHA Defence,24.782215,67.074537,6,5,2019-02-17,5445.0
Flat,13300000,Gulshan-e-Iqbal Town,24.920535,67.08312,3,3,2019-06-14,1742.4
House,8500000,Gadap Town,25.004868,67.041096,3,3,2019-01-18,1306.8
Lower Portion,5800000,Malir,24.876195,67.179966,3,3,2019-01-18,1633.5
House,105000000,DHA Defence,24.810265,67.043552,6,5,2019-05-06,6534.0
House,65000000,Malir,24.91063,67.187973,10,11,2019-01-18,2613.6
Flat,11000000,DHA Defence,24.832117,67.063637,2,2,2019-06-21,1143.45
Flat,25000000,Clifton,24.820432,67.029383,4,3,2019-03-10,2069.1
House,115000000,DHA Defence,24.821639,67.071691,5,6,2019-05-06,5445.0
Flat,5500000,North Nazimabad,24.933144,67.033167,2,2,2019-01-18,1197.9
House,6500000,Bahria Town Karachi,25.1159,67.316944,3,3,2019-06-21,2178.0
House,9500000,Scheme 33,24.964886,67.175591,2,2,2019-05-06,1306.8
House,37500000,Gulistan-e-Jauhar,24.923999,67.13414,6,6,2019-05-06,2613.6
House,34000000,Gulistan-e-Jauhar,24.923999,67.13414,6,6,2019-05-06,2613.6
House,15000000,Gulistan-e-Jauhar,24.929252,67.136679,3,3,2019-05-06,1306.8
House,32500000,Gulistan-e-Jauhar,24.929252,67.136679,6,6,2019-05-06,2613.6
House,36000000,Gulistan-e-Jauhar,24.929719,67.130363,6,6,2019-05-06,2613.6
House,17500000,Gadap Town,25.050147,67.0261,4,4,2019-01-18,2150.775
House,29500000,North Nazimabad,24.948476,67.059474,3,5,2019-01-18,2613.6
Flat,4223000,Scheme 33,24.938913,67.140593,2,2,2019-01-18,952.875
House,9500000,Bahria Town Karachi,25.113565,67.353811,3,3,2019-07-03,2178.0
Flat,14000000,North Nazimabad,24.936063,67.036128,3,3,2019-01-18,2178.0
House,125000000,DHA Defence,24.782215,67.074537,7,6,2019-04-06,5445.0
House,13000000,Gulistan-e-Jauhar,24.91047287,67.14196014,3,2,2019-01-18,1306.8
Flat,3045000,North Karachi,24.972287,67.066298,3,3,2019-01-18,898.425
Flat,6500000,North Nazimabad,24.962016,67.056684,2,2,2019-01-18,1034.55
House,50000000,Nazimabad,24.916331,67.035398,4,4,2019-01-18,4546.575
Flat,13000000,DHA Defence,24.791955,67.065082,2,2,2019-07-03,1089.0
House,4400000,Malir,24.9052,67.187483,2,4,2019-01-18,871.2
House,32500000,DHA Defence,24.821639,67.071691,5,4,2019-01-18,1089.0
House,32500000,DHA Defence,24.821639,67.071691,5,4,2019-01-18,1089.0
Flat,29900000,DHA Defence,24.791955,67.065082,4,4,2019-02-17,2178.0
Flat,3900000,Gulberg Town,24.928163,67.064295,1,2,2019-01-18,626.175
Flat,8900000,Gizri Road,24.822217,67.046129,3,3,2019-01-18,1388.475
Flat,4200000,Gulistan-e-Jauhar,24.939171,67.15611,2,2,2019-01-18,1334.025
Flat,2700000,North Karachi,24.996482,67.068129,2,2,2019-01-18,871.2
House,15000000,Federal B Area,24.918394,67.066677,6,10,2019-01-18,1306.8
Flat,8500000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-01-18,1579.05
House,110000000,DHA Defence,24.824093,67.061405,5,5,2019-01-04,3267.0
House,180000000,Zamzama,24.823782,67.039905,5,5,2019-01-18,3811.5
Penthouse,9000000,Cotton Export Cooperative Housing Society,24.999456,67.128635,3,2,2019-01-18,1306.8
House,29000000,North Karachi,24.95747,67.064222,4,4,2019-07-03,1960.2
Flat,11000000,North Nazimabad,24.942561,67.042007,3,3,2019-07-03,1878.525
House,46000000,North Nazimabad,24.948476,67.059474,6,6,2019-06-14,4356.0
Flat,5000000,North Nazimabad,24.935635,67.05102,2,2,2019-07-03,980.1
Flat,9000000,North Nazimabad,24.929369,67.045226,2,2,2019-07-02,1334.025
Flat,6500000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-01-18,1279.575
Flat,3800000,Federal B Area,24.937736,67.080152,1,2,2019-01-18,816.75
House,75000000,DHA Defence,24.819653,67.077749,6,6,2019-05-06,3267.0
House,11400000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-01-18,1660.725
Flat,12500000,Gulistan-e-Jauhar,24.929252,67.136679,3,3,2019-01-18,1960.2
Flat,8200000,North Nazimabad,24.929369,67.045226,3,2,2019-07-03,1197.9
Flat,7600000,Gulistan-e-Jauhar,24.929719,67.130363,4,3,2019-01-18,2069.1
Flat,2500000,North Karachi,24.96986,67.066957,2,2,2019-01-18,843.975
Flat,28000000,M. A. Jinnah Road,24.855992,67.009472,4,4,2019-06-05,2668.05
Flat,14500000,Jamshed Town,24.873375,67.056786,2,2,2019-01-18,1197.9
Flat,32000000,DHA Defence,24.811562,67.043072,5,4,2019-02-17,2913.075
House,32000000,Scheme 33,24.954818,67.11663,7,6,2019-01-18,2178.0
House,48000000,DHA Defence,24.794215,67.06461,5,4,2019-03-18,2831.4
Flat,11500000,DHA Defence,24.791955,67.065082,3,3,2019-01-18,1388.475
House,180000000,DHA Defence,24.805045,67.064323,7,6,2019-06-21,7078.5
House,8000000,Scheme 33,25.01627159,67.11388397,4,4,2019-05-06,1306.8
House,11000000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-06-20,2178.0
House,4200000,Bahria Town Karachi,25.067079,67.309986,3,3,2019-06-14,1361.25
House,9850000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-06-20,1660.725
House,12000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-30,2178.0
Flat,12500000,North Nazimabad,24.929369,67.045226,2,2,2019-01-18,1633.5
House,16000000,Gulshan-e-Iqbal Town,24.898464,67.0625,3,3,2019-01-18,1851.3
House,80000000,Amir Khusro,24.880714,67.080477,5,5,2019-01-18,3267.0
House,50000000,Scheme 33,24.954818,67.11663,4,4,2019-01-18,4900.5
House,80000000,Gulshan-e-Iqbal Town,24.923765,67.09852,6,10,2019-01-18,6534.0
Flat,5500000,Shah Faisal Town,24.881434,67.176075,2,2,2019-01-18,1197.9
Flat,2800000,North Nazimabad,24.964895,67.066877,2,2,2019-01-18,843.975
House,3700000,Gadap Town,25.022073,67.066469,2,2,2019-03-19,871.2
Flat,7500000,North Nazimabad,24.949177,67.051575,2,5,2019-01-18,1442.925
Flat,3100000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-01-18,598.95
Flat,2300000,Abul Hassan Isphani Road,24.941817,67.098056,2,2,2019-01-18,707.85
House,36000000,Gulshan-e-Iqbal Town,24.919484,67.089765,4,4,2019-02-17,2613.6
House,8000000,Scheme 33,24.972124,67.12009,3,3,2019-01-18,1306.8
Flat,6000000,Gadap Town,31.42221791,73.08895111,2,2,2019-01-18,1170.675
Flat,1900000,Korangi,24.826235,67.108905,1,2,2019-01-18,544.5
Flat,15000000,DHA Defence,24.791955,67.065082,3,2,2019-01-17,1089.0
Flat,22500000,DHA Defence,24.805045,67.064323,3,3,2019-07-16,1987.425
Flat,18000000,Saddar Town,24.876626,67.018219,3,3,2019-06-05,1633.5
Flat,12500000,DHA Defence,24.791955,67.065082,3,3,2019-07-02,1089.0
Flat,6500000,DHA Defence,24.805045,67.064323,2,2,2019-01-18,598.95
