property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft,price_per_sqft,affordability_years,estimated_price_2026,affordability_years_2026,affordability_change,market_tier,price_per_marla,Month_Year
Flat,9000000,Gulshan-e-Iqbal Town,24.898465,67.0625,2,2,2019-07-13,1197.9,7513.1480090157775,34.09090909090909,21879000.0,42.401162790697676,8.310253699788582,Middle Class,2045454.5454545452,2019-07
House,36000000,DHA Defence,24.819653,67.077749,3,3,2019-07-09,1089.0,33057.85123966942,136.36363636363637,87516000.0,169.6046511627907,33.24101479915433,Elite,9000000.0,2019-07
House,35000000,DHA Defence,24.819653,67.077749,4,4,2019-07-09,1089.0,32139.57759412305,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Elite,8750000.0,2019-07
House,19000000,Gadap Town,25.029909,67.137192,4,3,2019-07-09,2613.6,7269.666360575452,71.96969696969697,46189000.0,89.51356589147287,17.543868921775896,Affordable,1979166.6666666667,2019-07
House,69500000,DHA Defence,24.810265,67.043552,5,4,2019-07-12,5445.0,12764.003673094583,263.25757575757575,168954500.0,327.4312015503876,64.17362579281183,Elite,3475000.0,2019-07
Flat,3400000,Gadap Town,25.029909,67.137192,2,2,2019-07-10,816.75,4162.84052647689,12.878787878787879,8265400.0,16.018217054263566,3.139429175475687,Affordable,1133333.3333333333,2019-07
Flat,9500000,Gulshan-e-Iqbal Town,24.898465,67.0625,2,2,2019-07-13,1197.9,7930.545120627765,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Middle Class,2159090.9090909087,2019-07
House,40000000,Jamshed Town,24.871447,67.058573,2,4,2019-07-10,2178.0,18365.472910927456,151.5151515151515,97240000.0,188.4496124031008,36.934460887949285,Middle Class,5000000.0,2019-07
House,115000000,DHA Defence,24.821639,67.071691,7,6,2019-07-14,5445.0,21120.293847566576,435.6060606060606,279565000.0,541.7926356589147,106.1865750528541,Elite,5750000.0,2019-07
Flat,6200000,Gulistan-e-Jauhar,24.916185,67.135196,2,2,2019-07-10,1089.0,5693.2966023875115,23.484848484848484,15072200.0,29.20968992248062,5.724841437632136,Middle Class,1550000.0,2019-07
House,12000000,Gadap Town,25.004868,67.041096,4,4,2019-07-09,2613.6,4591.368227731864,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Affordable,1250000.0,2019-07
House,70000000,Gulshan-e-Iqbal Town,24.916643,67.096539,8,7,2019-07-09,3158.1,22165.225926981413,265.1515151515151,170170000.0,329.78682170542635,64.63530655391122,Middle Class,6034482.75862069,2019-07
House,9100000,Gadap Town,25.004868,67.041096,3,3,2019-07-15,1742.4,5222.681359044996,34.46969696969697,22122100.0,42.87228682170543,8.402589852008461,Affordable,1421875.0,2019-07
Flat,4500000,Gulistan-e-Jauhar,24.920384,67.129162,2,2,2019-07-10,789.525,5699.629524080935,17.045454545454547,10939500.0,21.200581395348838,4.155126849894291,Middle Class,1551724.1379310344,2019-07
House,23500000,Scheme 33,24.964623,67.168558,4,3,2019-07-15,2504.7,9382.361161017288,89.01515151515152,57128500.0,110.7141472868217,21.698995771670184,Upper Middle,2554347.8260869565,2019-07
Upper Portion,36000000,Gulshan-e-Iqbal Town,24.898465,67.0625,4,4,2019-07-10,4356.0,8264.462809917355,136.36363636363637,87516000.0,169.6046511627907,33.24101479915433,Middle Class,2250000.0,2019-07
Flat,18000000,Cantt,24.927751,67.205143,3,3,2019-07-16,3239.775,5555.94138481839,68.18181818181819,43758000.0,84.80232558139535,16.620507399577164,Elite,1512605.0420168068,2019-07
Flat,3500000,Gadap Town,25.004868,67.041096,2,2,2019-07-09,8167.5,428.527701254974,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Affordable,116666.66666666667,2019-07
House,10000000,Scheme 33,24.938913,67.140593,4,4,2019-07-09,1306.8,7652.280379553107,37.878787878787875,24310000.0,47.1124031007752,9.233615221987321,Upper Middle,2083333.3333333335,2019-07
Upper Portion,5500000,Scheme 33,24.938913,67.140593,2,2,2019-07-09,1306.8,4208.754208754209,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Upper Middle,1145833.3333333335,2019-07
Flat,18000000,DHA Defence,24.777115,67.089857,3,3,2019-07-09,3865.95,4656.035385868933,68.18181818181819,43758000.0,84.80232558139535,16.620507399577164,Elite,1267605.633802817,2019-07
Flat,18000000,DHA Defence,24.777115,67.089857,3,3,2019-07-09,3865.95,4656.035385868933,68.18181818181819,43758000.0,84.80232558139535,16.620507399577164,Elite,1267605.633802817,2019-07
Flat,18000000,DHA Defence,24.777115,67.089857,3,3,2019-07-09,3865.95,4656.035385868933,68.18181818181819,43758000.0,84.80232558139535,16.620507399577164,Elite,1267605.633802817,2019-07
House,140000000,DHA Defence,24.782215,67.074537,5,5,2019-07-09,5445.0,25711.662075298438,530.3030303030303,340340000.0,659.5736434108527,129.27061310782244,Elite,7000000.0,2019-07
Flat,38000000,Clifton,24.806292,67.030456,4,4,2019-07-09,3375.9,11256.25759056844,143.93939393939394,92378000.0,179.02713178294573,35.08773784355179,Elite,3064516.129032258,2019-07
House,35000000,DHA Defence,24.821639,67.071691,4,4,2019-07-09,1089.0,32139.57759412305,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Elite,8750000.0,2019-07
House,36000000,DHA Defence,24.821639,67.071691,4,4,2019-07-09,1089.0,33057.85123966942,136.36363636363637,87516000.0,169.6046511627907,33.24101479915433,Elite,9000000.0,2019-07
House,36500000,DHA Defence,24.821639,67.071691,4,4,2019-07-09,1089.0,33516.98806244261,138.25757575757575,88731500.0,171.96027131782947,33.702695560253716,Elite,9125000.0,2019-07
House,37000000,DHA Defence,24.821639,67.071691,4,4,2019-07-09,1089.0,33976.124885215795,140.15151515151516,89947000.0,174.31589147286823,34.164376321353075,Elite,9250000.0,2019-07
House,45000000,DHA Defence,24.782215,67.074537,4,4,2019-07-09,1089.0,41322.31404958678,170.45454545454547,109395000.0,212.00581395348837,41.5512684989429,Elite,11250000.0,2019-07
House,34500000,DHA Defence,24.782215,67.074537,4,4,2019-07-09,1089.0,31680.440771349862,130.6818181818182,83869500.0,162.5377906976744,31.855972515856223,Elite,8625000.0,2019-07
House,140000000,DHA Defence,24.810265,67.043552,4,4,2019-07-09,5445.0,25711.662075298438,530.3030303030303,340340000.0,659.5736434108527,129.27061310782244,Elite,7000000.0,2019-07
Flat,7200000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-09,1143.45,6296.733569460842,27.272727272727273,17503200.0,33.92093023255814,6.6482029598308685,Upper Middle,1714285.7142857143,2019-07
House,13000000,Bahria Town Karachi,25.058062,67.306626,3,3,2019-07-09,2178.0,5968.778696051423,49.24242424242424,31603000.0,61.24612403100775,12.00369978858351,Upper Middle,1625000.0,2019-07
House,15000000,Scheme 33,24.964623,67.168558,4,4,2019-07-09,1306.8,11478.42056932966,56.81818181818182,36465000.0,70.6686046511628,13.850422832980975,Upper Middle,3125000.0,2019-07
Flat,9800000,Gulistan-e-Jauhar,24.916185,67.135196,3,3,2019-07-14,2232.45,4389.795964075343,37.121212121212125,23823800.0,46.17015503875969,9.048942917547564,Middle Class,1195121.9512195124,2019-07
Flat,14000000,Malir Link To Super Highway,24.949734,67.182861,2,2,2019-07-16,1932.975,7242.721711351674,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Other,1971830.985915493,2019-07
House,14000000,Scheme 33,24.938913,67.140593,2,2,2019-07-09,1306.8,10713.19253137435,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Upper Middle,2916666.666666667,2019-07
House,72500000,North Nazimabad,24.941744,67.053638,6,6,2019-07-09,6534.0,11095.806550352005,274.6212121212121,176247500.0,341.56492248062017,66.94371035940804,Middle Class,3020833.3333333335,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
House,8500000,Malir,24.906942,67.207571,4,4,2019-07-16,1306.8,6504.438322620141,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Affordable,1770833.3333333335,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,4500000,Gadap Town,25.051119,67.064581,2,2,2019-07-10,898.425,5008.765339343852,17.045454545454547,10939500.0,21.200581395348838,4.155126849894291,Affordable,1363636.3636363638,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,8800000,Bahria Town Karachi,24.894076,67.027715,2,2,2019-07-10,1334.025,6596.578025149453,33.333333333333336,21392800.0,41.45891472868217,8.125581395348831,Upper Middle,1795918.3673469387,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,4500000,Federal B Area,24.921936,67.052386,2,2,2019-07-09,735.075,6121.824303642485,17.045454545454547,10939500.0,21.200581395348838,4.155126849894291,Middle Class,1666666.6666666665,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,7800000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-07-09,1143.45,6821.461366915913,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,1857142.857142857,2019-07
Flat,8000000,DHA Defence,24.810265,67.043552,2,2,2019-07-09,1089.0,7346.189164370982,30.303030303030305,19448000.0,37.689922480620154,7.38689217758985,Elite,2000000.0,2019-07
Flat,6500000,DHA Defence,24.810265,67.043552,2,2,2019-07-09,1089.0,5968.778696051423,24.62121212121212,15801500.0,30.623062015503876,6.001849894291755,Elite,1625000.0,2019-07
Flat,8000000,DHA Defence,24.810265,67.043552,2,2,2019-07-09,1089.0,7346.189164370982,30.303030303030305,19448000.0,37.689922480620154,7.38689217758985,Elite,2000000.0,2019-07
Flat,8500000,DHA Defence,24.810265,67.043552,2,2,2019-07-09,1089.0,7805.325987144169,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Elite,2125000.0,2019-07
Flat,6000000,DHA Defence,24.810265,67.043552,2,2,2019-07-09,735.075,8162.432404856647,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Elite,2222222.222222222,2019-07
Flat,12000000,DHA Defence,24.805045,67.064323,2,2,2019-07-09,1143.45,10494.555949101403,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Elite,2857142.857142857,2019-07
Flat,11500000,DHA Defence,24.805045,67.064323,2,2,2019-07-09,1089.0,10560.146923783288,43.56060606060606,27956500.0,54.179263565891475,10.618657505285412,Elite,2875000.0,2019-07
Flat,9500000,DHA Defence,24.832117,67.063637,3,3,2019-07-09,1388.475,6842.038927600425,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Elite,1862745.098039216,2019-07
Flat,14000000,DHA Defence,24.805045,67.064323,2,2,2019-07-09,1089.0,12855.831037649219,53.03030303030303,34034000.0,65.95736434108527,12.927061310782236,Elite,3500000.0,2019-07
Flat,13500000,DHA Defence,24.805045,67.064323,2,2,2019-07-09,1089.0,12396.694214876034,51.13636363636363,32818500.0,63.60174418604651,12.465380549682877,Elite,3375000.0,2019-07
Flat,15000000,Shahra-e-Faisal,24.863952,67.075031,3,3,2019-07-10,1687.95,8886.519150448768,56.81818181818182,36465000.0,70.6686046511628,13.850422832980975,Other,2419354.8387096776,2019-07
House,11000000,Malir,24.906942,67.207571,4,4,2019-07-16,1306.8,8417.508417508418,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Affordable,2291666.666666667,2019-07
Flat,8000000,DHA Defence,24.801072,67.036729,2,2,2019-07-09,1089.0,7346.189164370982,30.303030303030305,19448000.0,37.689922480620154,7.38689217758985,Elite,2000000.0,2019-07
Flat,16000000,DHA Defence,24.811562,67.043072,3,3,2019-07-09,1932.975,8277.39624154477,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Elite,2253521.1267605633,2019-07
House,5500000,Malir,24.906942,67.207571,4,4,2019-07-16,871.2,6313.131313131313,20.833333333333332,13370500.0,25.911821705426355,5.078488372093023,Affordable,1718750.0,2019-07
House,37000000,DHA Defence,24.821639,67.071691,4,4,2019-07-09,1089.0,33976.124885215795,140.15151515151516,89947000.0,174.31589147286823,34.164376321353075,Elite,9250000.0,2019-07
House,55000000,DHA Defence,24.842983,67.065697,5,5,2019-07-09,4029.3,13650.013650013649,208.33333333333334,133705000.0,259.11821705426354,50.784883720930196,Elite,3716216.216216216,2019-07
House,36500000,DHA Defence,24.821639,67.071691,4,4,2019-07-09,1089.0,33516.98806244261,138.25757575757575,88731500.0,171.96027131782947,33.702695560253716,Elite,9125000.0,2019-07
House,60000000,DHA Defence,24.805045,67.064323,4,4,2019-07-09,3267.0,18365.472910927456,227.27272727272728,145860000.0,282.6744186046512,55.4016913319239,Elite,5000000.0,2019-07
House,12000000,Malir,24.906942,67.207571,4,4,2019-07-16,1306.8,9182.736455463728,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Affordable,2500000.0,2019-07
House,12500000,Gadap Town,25.029909,67.137192,5,4,2019-07-09,1306.8,9565.350474441384,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Affordable,2604166.666666667,2019-07
House,12000000,Malir,24.906942,67.207571,4,4,2019-07-16,1306.8,9182.736455463728,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Affordable,2500000.0,2019-07
House,35000000,Federal B Area,24.942678,67.074831,4,7,2019-07-10,1306.8,26782.981328435875,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Middle Class,7291666.666666667,2019-07
Flat,23500000,DHA Defence,24.810265,67.043552,3,3,2019-07-09,3021.975,7776.3714127350495,89.01515151515152,57128500.0,110.7141472868217,21.698995771670184,Elite,2117117.117117117,2019-07
Flat,50000000,Civil Lines,24.84196997,67.03290607,5,4,2019-07-09,2913.075,17163.99337469856,189.3939393939394,121550000.0,235.56201550387595,46.16807610993655,Other,4672897.196261683,2019-07
Flat,43000000,Civil Lines,24.841638,67.033411,4,3,2019-07-09,2668.05,16116.639493262868,162.87878787878788,104533000.0,202.58333333333334,39.70454545454547,Other,4387755.102040816,2019-07
House,50000000,Clifton,24.813927,67.01261,5,5,2019-07-09,4110.974999999999,12162.564841673813,189.3939393939394,121550000.0,235.56201550387595,46.16807610993655,Elite,3311258.278145696,2019-07
Flat,32500000,Clifton,24.826625,67.037923,3,3,2019-07-09,2423.025,13412.985833823423,123.10606060606061,79007500.0,153.11531007751938,30.009249471458773,Elite,3651685.393258427,2019-07
Flat,40000000,Clifton,24.813927,67.01261,3,3,2019-07-09,2776.95,14404.29247915879,151.5151515151515,97240000.0,188.4496124031008,36.934460887949285,Elite,3921568.6274509807,2019-07
Flat,30000000,Frere Town,24.841065,67.037424,3,3,2019-07-09,2178.0,13774.104683195592,113.63636363636364,72930000.0,141.3372093023256,27.70084566596195,Other,3750000.0,2019-07
Flat,35000000,Clifton,24.813927,67.01261,3,3,2019-07-09,2178.0,16069.788797061525,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Elite,4375000.0,2019-07
Flat,31000000,Clifton,24.832545,67.035949,3,3,2019-07-09,2178.0,14233.24150596878,117.42424242424242,75361000.0,146.0484496124031,28.624207188160668,Elite,3875000.0,2019-07
House,65000000,Clifton,24.813927,67.01261,4,4,2019-07-09,2722.5,23875.114784205693,246.21212121212122,158015000.0,306.23062015503876,60.018498942917546,Elite,6500000.0,2019-07
Flat,11000000,DHA Defence,24.810265,67.043552,2,2,2019-07-09,1279.575,8596.604341285192,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Elite,2340425.5319148935,2019-07
Flat,35000000,Clifton,24.826625,67.037923,3,3,2019-07-09,2531.925,13823.474234031417,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Elite,3763440.8602150534,2019-07
Flat,32500000,Frere Town,24.841065,67.037424,3,3,2019-07-09,2423.025,13412.985833823423,123.10606060606061,79007500.0,153.11531007751938,30.009249471458773,Other,3651685.393258427,2019-07
House,120000000,Clifton,24.831143,67.026765,6,6,2019-07-09,5989.500000000001,20035.061357375405,454.54545454545456,291720000.0,565.3488372093024,110.8033826638478,Elite,5454545.454545454,2019-07
Flat,21000000,Clifton,24.832545,67.035949,2,2,2019-07-09,1442.925,14553.770986017984,79.54545454545455,51051000.0,98.93604651162791,19.39059196617336,Elite,3962264.150943396,2019-07
Flat,27000000,Clifton,24.831143,67.026765,2,2,2019-07-09,2178.0,12396.694214876034,102.27272727272727,65637000.0,127.20348837209302,24.930761099365753,Elite,3375000.0,2019-07
Flat,9000000,DHA Defence,24.810265,67.043552,2,2,2019-07-09,1197.9,7513.1480090157775,34.09090909090909,21879000.0,42.401162790697676,8.310253699788582,Elite,2045454.5454545452,2019-07
Flat,9600000,DHA Defence,24.810265,67.043552,2,2,2019-07-09,1197.9,8014.024542950162,36.36363636363637,23337600.0,45.22790697674419,8.86427061310782,Elite,2181818.1818181816,2019-07
Flat,31000000,Frere Town,24.841065,67.037424,3,3,2019-07-09,2423.025,12793.924949185419,117.42424242424242,75361000.0,146.0484496124031,28.624207188160668,Other,3483146.06741573,2019-07
Flat,31000000,Clifton,24.826625,67.037923,3,3,2019-07-09,2423.025,12793.924949185419,117.42424242424242,75361000.0,146.0484496124031,28.624207188160668,Elite,3483146.06741573,2019-07
Flat,27500000,Clifton,24.831143,67.026765,3,3,2019-07-09,2178.0,12626.262626262625,104.16666666666667,66852500.0,129.55910852713177,25.392441860465098,Elite,3437500.0,2019-07
Flat,22000000,Bath Island,24.835661,67.028604,3,3,2019-07-09,2069.1,10632.64221158958,83.33333333333333,53482000.0,103.64728682170542,20.313953488372093,Elite,2894736.8421052634,2019-07
House,21000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-07-12,2178.0,9641.873278236915,79.54545454545455,51051000.0,98.93604651162791,19.39059196617336,Upper Middle,2625000.0,2019-07
Flat,11000000,Gulshan-e-Iqbal Town,24.908308,67.07207,3,3,2019-07-09,1660.725,6623.613180990231,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Middle Class,1803278.6885245903,2019-07
Flat,18500000,DHA Defence,24.834337,67.055397,3,3,2019-07-12,2178.0,8494.031221303949,70.07575757575758,44973500.0,87.15794573643412,17.082188160676537,Elite,2312500.0,2019-07
Flat,5000000,North Nazimabad,24.961242,67.056011,2,2,2019-07-11,1034.55,4833.019187086173,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,1315789.4736842106,2019-07
Flat,5200000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-09,1143.45,4547.640911277274,19.696969696969695,12641200.0,24.4984496124031,4.801479915433404,Upper Middle,1238095.238095238,2019-07
Flat,5100000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-09,1143.45,4460.186278368096,19.318181818181817,12398100.0,24.02732558139535,4.7091437632135325,Upper Middle,1214285.7142857143,2019-07
Flat,5000000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-09,1143.45,4372.731645458918,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Upper Middle,1190476.1904761905,2019-07
Flat,4900000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-09,1143.45,4285.27701254974,18.560606060606062,11911900.0,23.085077519379844,4.524471458773782,Upper Middle,1166666.6666666665,2019-07
Flat,4800000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-09,1143.45,4197.822379640561,18.181818181818183,11668800.0,22.613953488372093,4.43213530655391,Upper Middle,1142857.1428571427,2019-07
Flat,4700000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-09,1143.45,4110.367746731383,17.803030303030305,11425700.0,22.142829457364343,4.339799154334038,Upper Middle,1119047.619047619,2019-07
Flat,4600000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-09,1143.45,4022.9131138222047,17.424242424242426,11182600.0,21.67170542635659,4.247463002114163,Upper Middle,1095238.0952380951,2019-07
Flat,4500000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-07-09,1143.45,3935.458480913026,17.045454545454547,10939500.0,21.200581395348838,4.155126849894291,Upper Middle,1071428.5714285714,2019-07
House,19000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-07-09,2178.0,8723.599632690542,71.96969696969697,46189000.0,89.51356589147287,17.543868921775896,Upper Middle,2375000.0,2019-07
House,15200000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-07-09,1633.5,9305.172941536577,57.57575757575758,36951200.0,71.61085271317829,14.035095137420711,Upper Middle,2533333.3333333335,2019-07
House,15100000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-07-09,1633.5,9243.954698500153,57.196969696969695,36708100.0,71.13972868217054,13.942758985200847,Upper Middle,2516666.6666666665,2019-07
House,15000000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-07-09,1633.5,9182.736455463728,56.81818181818182,36465000.0,70.6686046511628,13.850422832980975,Upper Middle,2500000.0,2019-07
House,14900000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-07-09,1633.5,9121.518212427303,56.43939393939394,36221900.0,70.19748062015503,13.758086680761096,Upper Middle,2483333.3333333335,2019-07
House,14800000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-07-09,1633.5,9060.299969390879,56.06060606060606,35978800.0,69.72635658914729,13.665750528541224,Upper Middle,2466666.6666666665,2019-07
House,14700000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-07-09,1633.5,8999.081726354454,55.68181818181818,35735700.0,69.25523255813954,13.57341437632136,Upper Middle,2450000.0,2019-07
House,14600000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-07-09,1633.5,8937.86348331803,55.303030303030305,35492600.0,68.78410852713178,13.481078224101473,Upper Middle,2433333.3333333335,2019-07
House,14500000,Bahria Town Karachi,25.009119,67.307179,3,3,2019-07-09,1633.5,8876.645240281603,54.92424242424242,35249500.0,68.31298449612403,13.388742071881609,Upper Middle,2416666.6666666665,2019-07
Flat,9000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-07-09,1687.95,5331.911490269262,34.09090909090909,21879000.0,42.401162790697676,8.310253699788582,Middle Class,1451612.9032258063,2019-07
