property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft,price_per_sqft,affordability_years,estimated_price_2026,affordability_years_2026,affordability_change,market_tier,price_per_marla,Month_Year
House,6642000,Northern Bypass,25.07576,67.105412,3,3,2018-12-19,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2018-12
House,9205000,Northern Bypass,25.07576,67.105412,3,3,2018-09-19,2994.75,3073.712329910677,34.86742424242424,22377355.0,43.36696705426357,8.499542811839326,Other,836818.1818181818,2018-09
House,12500000,Northern Bypass,25.07576,67.105412,5,4,2018-12-18,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2018-12
House,40000000,New Karachi,25.002472,67.052693,7,5,2018-10-20,1306.8,30609.12151821243,151.5151515151515,97240000.0,188.4496124031008,36.934460887949285,Other,8333333.333333334,2018-10
House,30500000,DHA Defence,24.819653,67.077749,4,4,2019-02-17,1089.0,28007.34618916437,115.53030303030303,74145500.0,143.69282945736435,28.162526427061323,Elite,7625000.0,2019-02
House,6642000,Fazaia Housing Scheme,25.05711,67.480417,3,3,2018-12-19,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2018-12
Flat,26500000,DHA Defence,24.800643,67.064703,4,4,2019-06-14,2178.0,12167.12580348944,100.37878787878788,64421500.0,124.84786821705427,24.469080338266394,Elite,3312500.0,2019-06
Flat,32500000,DHA Defence,24.800643,67.064703,5,4,2019-06-14,4356.0,7460.973370064279,123.10606060606061,79007500.0,153.11531007751938,30.009249471458773,Elite,2031250.0,2019-06
Flat,35000000,DHA Defence,24.803643,67.074094,4,4,2019-06-14,6534.0,5356.596265687175,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Elite,1458333.3333333333,2019-06
House,69500000,Gulshan-e-Iqbal Town,24.895312,67.117238,6,6,2019-07-02,5445.0,12764.003673094583,263.25757575757575,168954500.0,327.4312015503876,64.17362579281183,Middle Class,3475000.0,2019-07
Upper Portion,18500000,Gulistan-e-Jauhar,24.927151,67.119327,4,4,2019-07-02,2613.6,7078.359351086624,70.07575757575758,44973500.0,87.15794573643412,17.082188160676537,Middle Class,1927083.3333333335,2019-07
Upper Portion,17500000,Gulistan-e-Jauhar,24.933572,67.129891,3,3,2019-06-07,2613.6,6695.745332108969,66.28787878787878,42542500.0,82.44670542635659,16.158826638477805,Middle Class,1822916.6666666667,2019-06
House,95000000,DHA Defence,24.805045,67.064323,6,5,2019-06-14,6534.0,14539.332721150902,359.8484848484849,230945000.0,447.5678294573643,87.71934460887945,Elite,3958333.3333333335,2019-06
House,12500000,Fazaia Housing Scheme,25.07588167,67.10603714,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
House,6642000,Fazaia Housing Scheme,25.05711,67.480417,3,3,2018-12-19,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2018-12
House,6642000,Fazaia Housing Scheme,25.05711,67.480417,3,3,2018-12-19,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2018-12
House,6642000,Fazaia Housing Scheme,25.05711,67.480417,3,3,2018-12-19,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2018-12
House,6642000,Fazaia Housing Scheme,25.05711,67.480417,3,3,2018-11-19,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2018-11
Upper Portion,9500000,North Nazimabad,24.933144,67.033167,3,3,2019-06-20,1742.4,5452.249770431588,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Middle Class,1484375.0,2019-06
Flat,8000000,DHA Defence,24.808628,67.03809,2,2,2019-05-06,1197.9,6678.353785791802,30.303030303030305,19448000.0,37.689922480620154,7.38689217758985,Elite,1818181.8181818181,2019-05
House,12500000,Fazaia Housing Scheme,25.05711,67.480417,5,4,2019-04-09,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-04
House,6642000,Northern Bypass,25.07576,67.105412,3,3,2018-10-20,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2018-10
Flat,4666000,Northern Bypass,25.07576,67.105412,2,2,2018-09-20,1579.05,2954.9412621512934,17.674242424242426,11343046.0,21.982647286821706,4.30840486257928,Other,804482.7586206896,2018-09
Flat,7960000,Northern Bypass,25.07576,67.105412,3,3,2018-09-20,2668.05,2983.4523341016848,30.151515151515152,19350760.0,37.50147286821706,7.349957716701905,Other,812244.8979591837,2018-09
Flat,3763000,Northern Bypass,25.07576,67.105412,2,2,2018-09-19,1415.7,2658.049021685385,14.253787878787879,9147853.0,17.728397286821707,3.474609408033828,Other,723653.8461538461,2018-09
Flat,4090000,Northern Bypass,25.07576,67.105412,2,2,2018-09-19,1551.825,2635.6064633576593,15.492424242424242,9942790.0,19.268972868217055,3.776548625792813,Other,717543.8596491228,2018-09
House,13000000,Scheme 33,24.940548,67.149752,3,4,2019-07-05,2178.0,5968.778696051423,49.24242424242424,31603000.0,61.24612403100775,12.00369978858351,Upper Middle,1625000.0,2019-07
House,4700000,Gulistan-e-Jauhar,24.91948153,67.13484138,2,4,2019-07-04,1089.0,4315.886134067952,17.803030303030305,11425700.0,22.142829457364343,4.339799154334038,Middle Class,1175000.0,2019-07
House,6642000,Fazaia Housing Scheme,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
House,6642000,Northern Bypass,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
House,6620000,Northern Bypass,25.07576,67.105412,3,3,2019-05-06,1361.25,4863.17722681359,25.075757575757574,16093220.0,31.18841085271318,6.112653276955605,Other,1324000.0,2019-05
House,9205000,Northern Bypass,25.07588167,67.10603714,4,3,2019-05-06,2994.75,3073.712329910677,34.86742424242424,22377355.0,43.36696705426357,8.499542811839326,Other,836818.1818181818,2019-05
House,9205000,Fazaia Housing Scheme,25.07588167,67.10603714,4,3,2019-05-06,2994.75,3073.712329910677,34.86742424242424,22377355.0,43.36696705426357,8.499542811839326,Other,836818.1818181818,2019-05
House,9205000,Northern Bypass,25.07588167,67.10603714,4,3,2019-05-06,2994.75,3073.712329910677,34.86742424242424,22377355.0,43.36696705426357,8.499542811839326,Other,836818.1818181818,2019-05
House,12500000,Northern Bypass,25.07588167,67.10603714,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
House,12500000,Northern Bypass,25.07588167,67.10603714,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
House,12500000,Fazaia Housing Scheme,25.07588167,67.10603714,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
Flat,4665000,Fazaia Housing Scheme,25.03737443,67.13620663,3,2,2019-05-06,1579.05,2954.3079699819514,17.670454545454547,11340615.0,21.977936046511626,4.3074815010570795,Other,804310.3448275862,2019-05
Flat,4665000,Northern Bypass,25.03743275,67.13629246,3,2,2019-05-06,1579.05,2954.3079699819514,17.670454545454547,11340615.0,21.977936046511626,4.3074815010570795,Other,804310.3448275862,2019-05
Flat,4665000,Northern Bypass,25.03740035,67.13616371,3,2,2019-05-06,1579.05,2954.3079699819514,17.670454545454547,11340615.0,21.977936046511626,4.3074815010570795,Other,804310.3448275862,2019-05
Flat,7960000,Fazaia Housing Scheme,25.03733555,67.13616371,4,3,2019-05-06,2668.05,2983.4523341016848,30.151515151515152,19350760.0,37.50147286821706,7.349957716701905,Other,812244.8979591837,2019-05
Flat,7960000,Northern Bypass,25.07576,67.105412,4,3,2019-05-06,2668.05,2983.4523341016848,30.151515151515152,19350760.0,37.50147286821706,7.349957716701905,Other,812244.8979591837,2019-05
Flat,7960000,Northern Bypass,25.03736147,67.13616371,4,3,2019-05-06,2668.05,2983.4523341016848,30.151515151515152,19350760.0,37.50147286821706,7.349957716701905,Other,812244.8979591837,2019-05
Flat,10100000,Fazaia Housing Scheme,25.03742165,67.13624954,5,4,2019-05-06,3403.125,2967.8604224058768,38.25757575757576,24553100.0,47.583527131782944,9.325951374207186,Other,808000.0,2019-05
Flat,10100000,Northern Bypass,25.03739665,67.13620663,5,4,2019-05-06,3403.125,2967.8604224058768,38.25757575757576,24553100.0,47.583527131782944,9.325951374207186,Other,808000.0,2019-05
Flat,10100000,Northern Bypass,25.03730315,67.136271,5,4,2019-07-05,3403.125,2967.8604224058768,38.25757575757576,24553100.0,47.583527131782944,9.325951374207186,Other,808000.0,2019-07
House,6642000,Scheme 45,25.07567436,67.10577965,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
House,12500000,Scheme 45,25.07588167,67.10603714,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
Flat,4665000,Scheme 45,25.03739804,67.13609934,3,2,2019-05-06,1579.05,2954.3079699819514,17.670454545454547,11340615.0,21.977936046511626,4.3074815010570795,Other,804310.3448275862,2019-05
Flat,7960000,Scheme 45,25.043148,67.103105,4,3,2019-05-06,2668.05,2983.4523341016848,30.151515151515152,19350760.0,37.50147286821706,7.349957716701905,Other,812244.8979591837,2019-05
Flat,10100000,Scheme 45,25.03743275,67.13607788,5,4,2019-05-06,3403.125,2967.8604224058768,38.25757575757576,24553100.0,47.583527131782944,9.325951374207186,Other,808000.0,2019-05
House,65000000,DHA Defence,24.842983,67.065697,5,4,2019-06-05,5989.500000000001,10852.324901911677,246.21212121212122,158015000.0,306.23062015503876,60.018498942917546,Elite,2954545.454545454,2019-06
House,60000000,Kashmir Road,24.8801565,67.0439751,5,4,2019-05-06,2341.35,25626.241271061568,227.27272727272728,145860000.0,282.6744186046512,55.4016913319239,Other,6976744.186046512,2019-05
House,11000000,Abul Hassan Isphani Road,24.94775607,67.09717512,3,3,2019-07-03,1306.8,8417.508417508418,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Other,2291666.666666667,2019-07
Flat,12300000,Gulshan-e-Iqbal Town,24.920535,67.08312,3,3,2019-04-09,1742.4,7059.22865013774,46.59090909090909,29901300.0,57.94825581395349,11.357346723044394,Middle Class,1921875.0,2019-04
Flat,7800000,Jinnah Avenue,24.901059,67.180904,2,2,2019-03-18,1334.025,5846.9668859279245,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Other,1591836.7346938774,2019-03
House,27000000,DHA Defence,24.819653,67.077749,4,4,2019-02-17,1089.0,24793.388429752067,102.27272727272727,65637000.0,127.20348837209302,24.930761099365753,Elite,6750000.0,2019-02
House,82500000,DHA Defence,24.810265,67.043552,5,5,2019-06-27,5445.0,15151.515151515152,312.5,200557500.0,388.67732558139534,76.17732558139534,Elite,4125000.0,2019-06
House,6642000,Fazaia Housing Scheme,25.05711,67.480417,3,3,2019-04-09,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-04
Flat,3700000,Gulistan-e-Jauhar,24.920687,67.116428,2,2,2019-07-17,843.975,4384.016114221393,14.015151515151516,8994700.0,17.43158914728682,3.416437632135306,Middle Class,1193548.387096774,2019-07
House,115000000,DHA Defence,24.785955,67.067499,7,6,2018-09-20,5445.0,21120.293847566576,435.6060606060606,279565000.0,541.7926356589147,106.1865750528541,Elite,5750000.0,2018-09
House,105000000,DHA Defence,24.821639,67.071691,7,6,2018-09-20,5445.0,19283.74655647383,397.72727272727275,255255000.0,494.68023255813955,96.9529598308668,Elite,5250000.0,2018-09
House,115000000,DHA Defence,24.821639,67.071691,7,6,2019-02-17,5445.0,21120.293847566576,435.6060606060606,279565000.0,541.7926356589147,106.1865750528541,Elite,5750000.0,2019-02
House,117500000,DHA Defence,24.785955,67.067499,6,5,2019-05-06,5445.0,21579.43067033976,445.07575757575756,285642500.0,553.5707364341085,108.49497885835098,Elite,5875000.0,2019-05
House,6642000,Fazaia Housing Scheme,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
Flat,20000000,DHA Defence,24.800643,67.064703,4,3,2019-01-18,2123.55,9418.191236373053,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Elite,2564102.564102564,2019-01
House,18000000,Sindh Industrial Trading Estate (SITE),24.916643,66.999421,8,7,2019-02-16,1306.8,13774.104683195592,68.18181818181819,43758000.0,84.80232558139535,16.620507399577164,Other,3750000.0,2019-02
House,11000000,Orangi Town,24.950888,66.974201,8,7,2018-10-20,1442.925,7623.403849818945,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Affordable,2075471.6981132077,2018-10
House,6642000,Fazaia Housing Scheme,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
Flat,7000000,North Nazimabad,24.941744,67.053635,3,2,2019-06-27,898.425,7791.412750090436,26.515151515151516,17017000.0,32.97868217054263,6.463530655391118,Middle Class,2121212.121212121,2019-06
House,28000000,North Nazimabad,24.955324,67.051063,7,6,2019-07-03,2178.0,12855.831037649219,106.06060606060606,68068000.0,131.91472868217053,25.85412262156447,Middle Class,3500000.0,2019-07
House,12500000,Fazaia Housing Scheme,25.07588167,67.10603714,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
Flat,4797000,Fazaia Housing Scheme,25.07588167,67.10603714,4,3,2019-05-06,1824.075,2629.826076230418,18.170454545454547,11661507.0,22.59981976744186,4.4293652219873145,Other,715970.1492537314,2019-05
House,6642000,Fazaia Housing Scheme,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
House,6642000,Northern Bypass,25.07576,67.105412,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
Flat,20000000,Abul Hassan Isphani Road,24.941816,67.09805,2,2,2019-07-17,898.425,22261.179285972674,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Other,6060606.060606061,2019-07
Upper Portion,13500000,Gulshan-e-Iqbal Town,24.934623,67.099164,3,3,2019-07-03,2368.575,5699.629524080935,51.13636363636363,32818500.0,63.60174418604651,12.465380549682877,Middle Class,1551724.1379310347,2019-07
House,47500000,Gulistan-e-Jauhar,24.91346879,67.13410832,7,6,2019-05-06,5091.075,9330.053083091489,179.92424242424244,115472500.0,223.78391472868216,43.85967230443973,Middle Class,2540106.9518716577,2019-05
Penthouse,23500000,P & T Colony,24.826386,67.045677,6,5,2019-07-17,4002.075,5871.953923901976,89.01515151515152,57128500.0,110.7141472868217,21.698995771670184,Other,1598639.455782313,2019-07
Flat,2200000,Airport,24.902397,67.159805,2,1,2019-07-17,762.3,2886.002886002886,8.333333333333334,5348200.0,10.364728682170542,2.031395348837208,Other,785714.2857142858,2019-07
Upper Portion,7500000,Gulshan-e-Iqbal Town,24.905628,67.074788,3,3,2019-07-17,1306.8,5739.21028466483,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Middle Class,1562500.0,2019-07
House,96000000,DHA Defence,24.821639,67.071691,5,5,2018-12-18,5445.0,17630.853994490357,363.6363636363636,233376000.0,452.27906976744185,88.64270613107823,Elite,4800000.0,2018-12
Flat,2100000,North Karachi,24.981857,67.060118,1,1,2019-07-17,544.5,3856.749311294766,7.954545454545454,5105100.0,9.893604651162791,1.939059196617337,Middle Class,1050000.0,2019-07
Flat,23500000,Jamshed Town,24.883438,67.033424,5,4,2019-07-03,2668.05,8807.930885852964,89.01515151515152,57128500.0,110.7141472868217,21.698995771670184,Middle Class,2397959.1836734693,2019-07
House,11000000,Scheme 33,24.938913,67.140593,3,3,2019-07-17,2613.6,4208.754208754209,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Upper Middle,1145833.3333333335,2019-07
Flat,26500000,Shaheed-e-Millat Expressway,24.864248,67.085498,5,4,2019-07-17,3076.425,8613.894374151816,100.37878787878788,64421500.0,124.84786821705427,24.469080338266394,Other,2345132.743362832,2019-07
Flat,3800000,North Karachi,24.972287,67.066298,3,3,2019-07-17,1442.925,2633.5395117556354,14.393939393939394,9237800.0,17.902713178294572,3.508773784355178,Middle Class,716981.1320754717,2019-07
House,6642000,Fazaia Housing Scheme,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
Penthouse,8800000,Gulistan-e-Jauhar,24.913179,67.121959,3,3,2019-07-17,3375.9,2606.712284131639,33.333333333333336,21392800.0,41.45891472868217,8.125581395348831,Middle Class,709677.4193548387,2019-07
House,12500000,Fazaia Housing Scheme,25.07588167,67.10603714,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
House,9205000,Fazaia Housing Scheme,25.07588196,67.10604095,4,3,2019-05-06,2994.75,3073.712329910677,34.86742424242424,22377355.0,43.36696705426357,8.499542811839326,Other,836818.1818181818,2019-05
Flat,2800000,North Nazimabad,24.933144,67.033167,2,2,2019-07-17,1824.075,1535.0246015103546,10.606060606060606,6806800.0,13.191472868217055,2.5854122621564493,Middle Class,417910.447761194,2019-07
Flat,3000000,P & T Colony,24.826386,67.045677,2,2,2019-07-17,1034.55,2899.811512251704,11.363636363636363,7293000.0,14.133720930232558,2.7700845665961946,Other,789473.6842105264,2019-07
Flat,45000000,Civil Lines,24.84567,67.030077,3,3,2019-06-27,3021.975,14890.923981833073,170.45454545454547,109395000.0,212.00581395348837,41.5512684989429,Other,4054054.054054054,2019-06
House,6642000,Fazaia Housing Scheme,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
House,12500000,Northern Bypass,25.07576,67.105412,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
House,15000000,Liaquatabad,24.903253,67.052279,4,6,2019-07-17,1143.45,13118.194936376754,56.81818181818182,36465000.0,70.6686046511628,13.850422832980975,Affordable,3571428.5714285714,2019-07
House,6642000,Fazaia Housing Scheme,25.07588167,67.10603714,3,3,2019-05-06,1361.25,4879.338842975207,25.15909090909091,16146702.0,31.292058139534884,6.132967230443974,Other,1328400.0,2019-05
Flat,5700000,Federal B Area,24.92863,67.064466,2,2,2019-07-17,898.425,6344.436096502212,21.59090909090909,13856700.0,26.85406976744186,5.26316067653277,Middle Class,1727272.7272727273,2019-07
Flat,5000000,Federal B Area,24.937736,67.080152,1,2,2019-07-17,816.75,6121.824303642486,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,1666666.6666666667,2019-07
Flat,5000000,Gulshan-e-Iqbal Town,24.92725,67.08744,2,2,2019-07-17,843.975,5924.346100299179,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,1612903.2258064516,2019-07
House,13500000,Gadap Town,25.017951,67.136393,6,6,2019-07-17,1306.8,10330.578512396694,51.13636363636363,32818500.0,63.60174418604651,12.465380549682877,Affordable,2812500.0,2019-07
Flat,2700000,Gulistan-e-Jauhar,24.907822,67.129209,2,2,2019-07-17,843.975,3199.1468941615567,10.227272727272727,6563700.0,12.720348837209302,2.4930761099365757,Middle Class,870967.7419354839,2019-07
Flat,6100000,Gulshan-e-Iqbal Town,24.934623,67.099164,2,2,2019-07-03,1089.0,5601.469237832875,23.106060606060606,14829100.0,28.738565891472867,5.632505285412261,Middle Class,1525000.0,2019-07
Flat,6000000,North Nazimabad,24.935635,67.05102,2,3,2019-07-17,871.2,6887.052341597796,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Middle Class,1875000.0,2019-07
House,6200000,Bin Qasim Town,24.852173,67.289715,3,2,2019-07-17,1306.8,4744.413835322926,23.484848484848484,15072200.0,29.20968992248062,5.724841437632136,Other,1291666.6666666667,2019-07
Flat,11000000,Amir Khusro,24.880714,67.080477,3,3,2019-07-17,1687.95,6516.780710329097,41.666666666666664,26741000.0,51.82364341085271,10.156976744186046,Other,1774193.5483870967,2019-07
House,115000000,DHA Defence,24.805045,67.064323,6,5,2019-06-05,5445.0,21120.293847566576,435.6060606060606,279565000.0,541.7926356589147,106.1865750528541,Elite,5750000.0,2019-06
House,17000000,Gulshan-e-Iqbal Town,24.95618,67.115135,2,2,2019-07-17,1633.5,10407.101316192226,64.39393939393939,41327000.0,80.09108527131782,15.697145877378432,Middle Class,2833333.3333333335,2019-07
House,32500000,North Nazimabad,24.941744,67.053638,6,6,2019-07-17,3620.925,8975.607061731464,123.10606060606061,79007500.0,153.11531007751938,30.009249471458773,Middle Class,2443609.022556391,2019-07
House,30000000,Korangi,24.82865,67.103448,4,4,2018-10-20,2613.6,11478.42056932966,113.63636363636364,72930000.0,141.3372093023256,27.70084566596195,Affordable,3125000.0,2018-10
House,16000000,Korangi,24.82865,67.103448,4,4,2018-10-20,1306.8,12243.648607284971,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Affordable,3333333.3333333335,2018-10
House,20000000,Korangi,24.82865,67.103448,4,4,2018-10-20,2613.6,7652.280379553107,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Affordable,2083333.3333333335,2018-10
House,12500000,Fazaia Housing Scheme,25.07588167,67.10603714,5,4,2019-05-06,2994.75,4173.971116119877,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Other,1136363.6363636365,2019-05
House,15500000,North Karachi,24.981312,67.054067,8,6,2019-07-17,1306.8,11861.034588307317,58.71212121212121,37680500.0,73.02422480620154,14.312103594080334,Middle Class,3229166.666666667,2019-07
House,12000000,North Karachi,24.981312,67.054067,3,2,2019-07-17,1306.8,9182.736455463728,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Middle Class,2500000.0,2019-07
Upper Portion,8500000,Gulistan-e-Jauhar,24.923142,67.134826,3,3,2019-07-17,1361.25,6244.260789715335,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1700000.0,2019-07
Flat,30000000,Jamshed Town,24.874095,67.032258,4,4,2019-07-17,2123.55,14127.286854559581,113.63636363636364,72930000.0,141.3372093023256,27.70084566596195,Middle Class,3846153.846153846,2019-07
House,12000000,Korangi,24.832079,67.12987,4,4,2019-07-17,1388.475,8642.575487495275,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Affordable,2352941.1764705884,2019-07
House,20000000,Bin Qasim Town,24.871253,67.359738,7,8,2019-07-17,1742.4,11478.420569329659,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Other,3125000.0,2019-07
House,39500000,Jamshed Town,24.864595,67.066126,5,4,2019-06-07,1633.5,24181.205999387817,149.62121212121212,96024500.0,186.09399224806202,36.4727801268499,Middle Class,6583333.333333333,2019-06
Flat,21500000,Civil Lines,24.84567,67.030077,3,3,2019-07-17,1633.5,13161.922252831344,81.43939393939394,52266500.0,101.29166666666667,19.852272727272734,Other,3583333.3333333335,2019-07
House,16500000,Gadap Town,25.017951,67.136393,3,3,2019-07-17,2613.6,6313.131313131314,62.5,40111500.0,77.73546511627907,15.235465116279073,Affordable,1718750.0,2019-07
House,10000000,Bahria Town Karachi,25.06708,67.30998,3,3,2019-07-17,2178.0,4591.368227731864,37.878787878787875,24310000.0,47.1124031007752,9.233615221987321,Upper Middle,1250000.0,2019-07
Flat,6000000,Clifton,24.817122,66.99836,2,2,2019-05-06,789.525,7599.506032107914,22.727272727272727,14586000.0,28.267441860465116,5.540169133192389,Elite,2068965.5172413795,2019-05
Flat,5300000,P & T Colony,24.826386,67.045677,3,3,2019-07-17,1824.075,2905.5822814303137,20.075757575757574,12884300.0,24.969573643410854,4.89381606765328,Other,791044.776119403,2019-07
Flat,9000000,Saddar Town,24.876626,67.018218,3,3,2019-07-17,1742.4,5165.289256198347,34.09090909090909,21879000.0,42.401162790697676,8.310253699788582,Middle Class,1406250.0,2019-07
House,62500000,Gulshan-e-Iqbal Town,24.934623,67.099164,6,6,2019-07-03,3267.0,19130.700948882768,236.74242424242425,151937500.0,294.45251937984494,57.710095137420694,Middle Class,5208333.333333333,2019-07
Flat,4000000,Korangi,24.826235,67.108905,2,2,2019-07-17,925.65,4321.287743747637,15.151515151515152,9724000.0,18.844961240310077,3.693446088794925,Affordable,1176470.5882352942,2019-07
Flat,11500000,Gulshan-e-Iqbal Town,24.920535,67.08312,3,3,2019-04-06,1579.05,7282.85994743675,43.56060606060606,27956500.0,54.179263565891475,10.618657505285412,Middle Class,1982758.6206896552,2019-04
House,28000000,North Nazimabad,24.935635,67.05102,4,5,2019-07-17,2450.25,11427.405366799307,106.06060606060606,68068000.0,131.91472868217053,25.85412262156447,Middle Class,3111111.111111111,2019-07
Flat,3000000,Federal B Area,24.948267,67.08175,1,2,2019-07-17,816.75,3673.094582185491,11.363636363636363,7293000.0,14.133720930232558,2.7700845665961946,Middle Class,1000000.0,2019-07
Penthouse,12000000,Gulistan-e-Jauhar,24.920965,67.122366,3,2,2019-07-17,1442.925,8316.440563438848,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Middle Class,2264150.9433962265,2019-07
Flat,15000000,North Nazimabad,24.934157,67.040582,3,3,2019-07-17,1687.95,8886.519150448768,56.81818181818182,36465000.0,70.6686046511628,13.850422832980975,Middle Class,2419354.8387096776,2019-07
Flat,3600000,Gadap Town,25.017951,67.136393,2,2,2019-07-17,1334.025,2698.6001011975036,13.636363636363637,8751600.0,16.96046511627907,3.3241014799154343,Affordable,734693.8775510204,2019-07
Upper Portion,17000000,Nazimabad,24.90535545,67.03608704,4,6,2019-05-06,3811.5,4460.186278368096,64.39393939393939,41327000.0,80.09108527131782,15.697145877378432,Middle Class,1214285.7142857143,2019-05
House,37000000,Gulshan-e-Iqbal Town,24.898465,67.0625,4,4,2019-07-17,4356.0,8494.031221303949,140.15151515151516,89947000.0,174.31589147286823,34.164376321353075,Middle Class,2312500.0,2019-07
House,6500000,Korangi,24.832078,67.129869,2,4,2019-07-17,1388.475,4681.395055726607,24.62121212121212,15801500.0,30.623062015503876,6.001849894291755,Affordable,1274509.8039215687,2019-07
Penthouse,6200000,Gulistan-e-Jauhar,24.920408,67.139473,2,2,2019-07-17,1824.075,3398.9830462014993,23.484848484848484,15072200.0,29.20968992248062,5.724841437632136,Middle Class,925373.1343283582,2019-07
House,57500000,DHA Defence,24.824093,67.061405,4,4,2019-07-17,3267.0,17600.244872972147,217.8030303030303,139782500.0,270.89631782945736,53.09328752642705,Elite,4791666.666666667,2019-07
House,12500000,Korangi,24.81915622,67.10393965,2,4,2019-07-17,1306.8,9565.350474441384,47.34848484848485,30387500.0,58.89050387596899,11.542019027484137,Affordable,2604166.666666667,2019-07
