property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft,price_per_sqft,affordability_years,estimated_price_2026,affordability_years_2026,affordability_change,market_tier,price_per_marla,Month_Year,median_ppsqft,pct_vs_median
Upper Portion,8000000,Gulshan-e-Iqbal Town,24.898465,67.0625,3,3,2019-04-09,1306.8,6121.824303642486,30.303030303030305,19448000.0,37.68992248062016,7.38689217758985,Middle Class,1666666.6666666667,2019-04,7482.229704451926,-18.181818181818176
Flat,20000000,DHA Defence,24.832117,67.063637,3,3,2019-06-20,2640.825,7573.390891104106,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Elite,2061855.670103093,2019-06,15610.651974288336,-51.48574893875075
Flat,3000000,Gadap Town,25.051119,67.064581,2,2,2019-04-09,1034.55,2899.811512251704,11.363636363636363,7293000.0,14.133720930232558,2.7700845665961946,Affordable,789473.6842105264,2019-04,4979.448161266344,-41.764400023109374
Flat,11000000,DHA Defence,24.805045,67.064323,2,3,2019-06-27,1334.025,8245.722531436817,41.66666666666666,26741000.0,51.82364341085271,10.156976744186046,Elite,2244897.9591836734,2019-06,15610.651974288336,-47.17887154861944
Flat,17000000,North Nazimabad,24.935635,67.05102,3,3,2019-07-03,1932.975,8794.733506641318,64.39393939393939,41327000.0,80.09108527131782,15.697145877378432,Middle Class,2394366.197183098,2019-07,7384.9838262255125,19.089407825234638
House,11500000,Gadap Town,25.022073,67.066469,6,6,2019-07-03,1306.8,8800.122436486074,43.56060606060606,27956500.0,54.17926356589148,10.618657505285412,Affordable,2395833.333333333,2019-07,4979.448161266344,76.72886937431393
Flat,10000000,DHA Defence,24.805045,67.064323,2,2,2019-04-09,1143.45,8745.463290917836,37.87878787878788,24310000.0,47.1124031007752,9.23361522198732,Elite,2380952.380952381,2019-04,15610.651974288336,-43.97759103641456
House,5500000,North Karachi,24.966616,67.050978,2,2,2019-04-09,707.85,7770.00777000777,20.83333333333333,13370500.0,25.911821705426355,5.078488372093023,Middle Class,2115384.6153846155,2019-04,8417.508417508418,-7.6923076923076925
Flat,11000000,Gulshan-e-Iqbal Town,24.911726,67.098014,3,3,2019-06-05,1579.05,6966.213862765587,41.66666666666666,26741000.0,51.82364341085271,10.156976744186046,Middle Class,1896551.7241379311,2019-06,7482.229704451926,-6.89655172413793
Flat,13000000,DHA Defence,24.832117,67.063637,2,4,2019-04-09,1687.95,7701.649930388933,49.24242424242424,31603000.0,61.24612403100775,12.00369978858351,Elite,2096774.1935483871,2019-04,15610.651974288336,-50.664136622390885
House,15000000,Korangi,24.844628,67.097898,3,5,2019-06-27,2613.6,5739.21028466483,56.81818181818182,36465000.0,70.6686046511628,13.850422832980977,Affordable,1562500.0,2019-06,5055.142796189628,13.53211009174313
House,16500000,Gadap Town,25.017951,67.136393,3,4,2019-04-09,2395.8,6887.052341597796,62.5,40111500.0,77.73546511627907,15.235465116279071,Affordable,1875000.0,2019-04,4979.448161266344,38.30954994511523
House,17500000,North Nazimabad,24.933144,67.033167,3,3,2019-04-09,2178.0,8034.894398530762,66.28787878787878,42542500.0,82.44670542635659,16.158826638477805,Middle Class,2187500.0,2019-04,7384.9838262255125,8.800433252098552
Flat,35000000,Jamshed Town,24.871447,67.058573,4,3,2019-04-09,3620.925,9666.038374172344,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Middle Class,2631578.947368421,2019-04,10713.19253137435,-9.77443609022559
House,4500000,Gulistan-e-Jauhar,24.939171,67.15611,6,6,2019-04-09,1442.925,3118.665211289568,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Middle Class,849056.6037735849,2019-04,6427.91551882461,-51.48247978436659
Flat,7200000,Gulistan-e-Jauhar,24.907871,67.115263,3,3,2019-06-05,1687.95,4265.529192215409,27.272727272727277,17503200.0,33.92093023255814,6.6482029598308685,Middle Class,1161290.322580645,2019-06,6427.91551882461,-33.640552995391715
Flat,6200000,DHA Defence,24.779955,67.055179,2,2,2019-04-09,544.5,11386.593204775025,23.484848484848484,15072200.0,29.20968992248062,5.724841437632136,Elite,3100000.0,2019-04,15610.651974288336,-27.05882352941174
Upper Portion,5000000,Federal B Area,24.918394,67.066677,2,2,2019-04-09,1034.55,4833.019187086173,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,1315789.4736842106,2019-04,6597.709513661486,-26.747014595311807
House,12500000,Korangi,24.844628,67.097898,2,3,2019-06-27,2613.6,4782.675237220692,47.34848484848485,30387500.0,58.89050387596899,11.542019027484136,Affordable,1302083.3333333335,2019-06,5055.142796189628,-5.389908256880725
Flat,3000000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-04-09,843.975,3554.6076601795075,11.363636363636363,7293000.0,14.133720930232558,2.7700845665961946,Middle Class,967741.9354838708,2019-04,6427.91551882461,-44.700460829493096
Lower Portion,16000000,Gulistan-e-Jauhar,24.920965,67.122366,3,3,2019-04-09,3267.0,4897.459442913988,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Middle Class,1333333.3333333333,2019-04,6427.91551882461,-23.809523809523824
Flat,3800000,North Karachi,24.972287,67.066298,2,2,2019-04-09,980.1,3877.1553923069073,14.393939393939394,9237800.0,17.902713178294572,3.508773784355178,Middle Class,1055555.5555555555,2019-04,8417.508417508418,-53.93939393939393
House,12700000,Scheme 33,24.964623,67.168558,6,6,2019-04-09,1306.8,9718.396082032446,48.10606060606061,30873700.0,59.8327519379845,11.726691331923888,Upper Middle,2645833.333333333,2019-04,6630.058464189246,46.58085044836565
House,20000000,North Karachi,24.952935,67.066265,4,4,2019-07-02,1306.8,15304.560759106214,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Middle Class,4166666.666666667,2019-07,8417.508417508418,81.81818181818183
Flat,5000000,North Karachi,24.953829,67.062029,3,3,2019-07-02,1334.025,3748.055696107644,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,1020408.163265306,2019-07,8417.508417508418,-55.4730983302412
Flat,5000000,Federal B Area,24.92863,67.064466,2,2,2019-06-07,598.95,8347.942232239753,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,2272727.2727272725,2019-06,6597.709513661486,26.52788388082506
Flat,5000000,Federal B Area,24.92863,67.064466,2,2,2019-05-06,598.95,8347.942232239753,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,2272727.2727272725,2019-05,6597.709513661486,26.52788388082506
Flat,5000000,Federal B Area,24.92863,67.064466,2,2,2019-05-06,598.95,8347.942232239753,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,2272727.2727272725,2019-05,6597.709513661486,26.52788388082506
House,3800000,Gadap Town,25.029539,67.07325,2,3,2019-04-09,925.65,4105.223356560255,14.393939393939394,9237800.0,17.902713178294572,3.508773784355178,Affordable,1117647.0588235294,2019-04,4979.448161266344,-17.556660424872494
House,26500000,North Karachi,24.97644997,67.06028748,6,6,2019-04-09,2613.6,10139.271502907866,100.37878787878788,64421500.0,124.84786821705428,24.469080338266394,Middle Class,2760416.666666667,2019-04,8417.508417508418,20.45454545454545
Flat,14800000,Jamshed Town,24.874096,67.03226,3,4,2019-04-09,1524.6,9707.4642529188,56.06060606060606,35978800.0,69.72635658914729,13.665750528541224,Middle Class,2642857.142857143,2019-04,10713.19253137435,-9.387755102040805
House,3000000,Gadap Town,25.041938,67.05926,2,3,2019-04-05,925.65,3240.965807810728,11.363636363636363,7293000.0,14.133720930232558,2.7700845665961946,Affordable,882352.9411764706,2019-04,4979.448161266344,-34.913152967004585
House,8600000,Gadap Town,25.004868,67.041096,4,3,2019-04-09,1742.4,4935.7208448117535,32.57575757575758,20906600.0,40.516666666666666,7.940909090909088,Affordable,1343750.0,2019-04,4979.448161266344,-0.8781558726674235
Flat,6000000,Scheme 33,24.938913,67.140593,2,2,2019-04-09,1252.35,4790.992933285424,22.727272727272727,14586000.0,28.26744186046512,5.540169133192389,Upper Middle,1304347.8260869563,2019-04,6630.058464189246,-27.73830036095633
House,9500000,Gadap Town,25.029909,67.137192,3,2,2019-05-06,1306.8,7269.666360575452,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Affordable,1979166.6666666667,2019-05,4979.448161266344,45.993413830954985
Flat,12000000,Jamshed Town,24.877239,67.033526,2,3,2019-04-09,1878.525,6387.990577713897,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Middle Class,1739130.4347826086,2019-04,10713.19253137435,-40.372670807453424
Flat,40000000,Clifton,24.813927,67.01261,4,4,2019-03-18,3865.95,10346.74530193096,151.5151515151515,97240000.0,188.4496124031008,36.934460887949285,Elite,2816901.4084507045,2019-03,12626.262626262624,-18.053777208706784
House,45000000,Gulistan-e-Jauhar,24.923999,67.13414,6,9,2019-04-09,2613.6,17217.63085399449,170.45454545454547,109395000.0,212.0058139534884,41.5512684989429,Middle Class,4687500.0,2019-04,6427.91551882461,167.8571428571428
Flat,6000000,Gulshan-e-Iqbal Town,24.908304,67.080631,2,2,2019-04-09,1388.475,4321.287743747637,22.727272727272727,14586000.0,28.26744186046512,5.540169133192389,Middle Class,1176470.5882352942,2019-04,7482.229704451926,-42.245989304812824
House,9000000,Malir,24.89321,67.195473,4,7,2019-04-09,1633.5,5509.641873278237,34.09090909090909,21879000.0,42.40116279069768,8.310253699788582,Affordable,1500000.0,2019-04,9009.477277058751,-38.84615384615384
Flat,15000000,DHA Defence,24.79848099,67.04571533,4,5,2019-04-09,2178.0,6887.052341597796,56.81818181818182,36465000.0,70.6686046511628,13.850422832980977,Elite,1875000.0,2019-04,15610.651974288336,-55.88235294117647
House,6000000,Gadap Town,25.028606,67.066212,3,2,2019-04-09,925.65,6481.931615621455,22.727272727272727,14586000.0,28.26744186046512,5.540169133192389,Affordable,1764705.8823529412,2019-04,4979.448161266344,30.173694065990812
House,27000000,Gadap Town,25.023415,67.138791,6,6,2019-04-06,2613.6,10330.578512396694,102.27272727272728,65637000.0,127.20348837209302,24.930761099365757,Affordable,2812500.0,2019-04,4979.448161266344,107.46432491767285
Flat,3700000,Federal B Area,24.926606,67.067707,2,2,2019-04-09,762.3,4853.732126459399,14.015151515151516,8994700.0,17.43158914728682,3.416437632135306,Middle Class,1321428.5714285716,2019-04,6597.709513661486,-26.433073229291715
House,65000000,DHA Defence,24.805045,67.064323,4,4,2019-04-09,3267.0,19895.92898683808,246.2121212121212,158015000.0,306.2306201550388,60.018498942917546,Elite,5416666.666666667,2019-04,15610.651974288336,27.4509803921569
Flat,11000000,Gulshan-e-Iqbal Town,24.914152,67.10817,3,3,2019-03-19,1824.075,6030.453791647821,41.66666666666666,26741000.0,51.82364341085271,10.156976744186046,Middle Class,1641791.0447761193,2019-03,7482.229704451926,-19.402985074626866
House,4500000,Korangi,24.83179,67.124895,5,5,2019-06-21,653.4,6887.052341597796,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Affordable,1875000.0,2019-06,5055.142796189628,36.23853211009174
Flat,3600000,Gulshan-e-Iqbal Town,24.898465,67.0625,2,2,2019-04-09,1143.45,3148.366784730421,13.636363636363637,8751600.0,16.96046511627907,3.3241014799154343,Middle Class,857142.8571428572,2019-04,7482.229704451926,-57.92207792207792
Flat,5000000,Gulshan-e-Iqbal Town,24.924038,67.087233,2,2,2019-04-09,980.1,5101.5202530354045,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,1388888.8888888888,2019-04,7482.229704451926,-31.818181818181817
Flat,4200000,Gulshan-e-Iqbal Town,24.924038,67.087233,2,2,2019-04-09,980.1,4285.27701254974,15.909090909090908,10210200.0,19.787209302325586,3.878118393234674,Middle Class,1166666.6666666667,2019-04,7482.229704451926,-42.72727272727273
Flat,7000000,Gulshan-e-Iqbal Town,24.91746,67.087412,3,3,2019-04-09,1579.05,4433.045185396282,26.51515151515152,17017000.0,32.97868217054263,6.463530655391118,Middle Class,1206896.551724138,2019-04,7482.229704451926,-40.75235109717868
Flat,7000000,Gulshan-e-Iqbal Town,24.924038,67.087233,3,3,2019-04-09,1579.05,4433.045185396282,26.51515151515152,17017000.0,32.97868217054263,6.463530655391118,Middle Class,1206896.551724138,2019-04,7482.229704451926,-40.75235109717868
Flat,4200000,Gulshan-e-Iqbal Town,24.911691,67.086039,2,2,2019-04-09,980.1,4285.27701254974,15.909090909090908,10210200.0,19.787209302325586,3.878118393234674,Middle Class,1166666.6666666667,2019-04,7482.229704451926,-42.72727272727273
Flat,27500000,Gulshan-e-Iqbal Town,24.911536,67.132028,3,3,2019-04-09,3375.9,8145.9758879113715,104.16666666666669,66852500.0,129.55910852713177,25.392441860465095,Middle Class,2217741.935483871,2019-04,7482.229704451926,8.870967741935484
Flat,33000000,Cantt,24.937425,67.182856,3,3,2019-04-09,3021.975,10920.01092001092,125.0,80223000.0,155.47093023255815,30.470930232558143,Elite,2972972.972972973,2019-04,11408.854384060996,-4.28477257745551
House,57500000,Malir,24.956491,67.219341,4,4,2019-07-03,3811.5,15085.924176833269,217.8030303030303,139782500.0,270.89631782945736,53.09328752642705,Affordable,4107142.857142857,2019-07,9009.477277058751,67.44505494505498
Flat,7000000,Gulshan-e-Iqbal Town,24.908304,67.080631,2,2,2019-05-06,1089.0,6427.9155188246095,26.51515151515152,17017000.0,32.97868217054263,6.463530655391118,Middle Class,1750000.0,2019-05,7482.229704451926,-14.09090909090909
Flat,7800000,Gulshan-e-Iqbal Town,24.903565,67.081525,2,2,2019-05-06,1034.55,7539.50993185443,29.545454545454547,18961800.0,36.74767441860465,7.202219873150106,Middle Class,2052631.5789473683,2019-05,7482.229704451926,0.7655502392344585
Flat,15000000,Gulshan-e-Iqbal Town,24.896947,67.071962,3,3,2019-04-09,1742.4,8608.815426997246,56.81818181818182,36465000.0,70.6686046511628,13.850422832980977,Middle Class,2343750.0,2019-04,7482.229704451926,15.05681818181819
Flat,13500000,Gulshan-e-Iqbal Town,24.896947,67.071962,3,3,2019-04-09,1742.4,7747.93388429752,51.13636363636363,32818500.0,63.60174418604651,12.465380549682877,Middle Class,2109375.0,2019-04,7482.229704451926,3.5511363636363624
Flat,8500000,Gulshan-e-Iqbal Town,24.905628,67.074788,3,3,2019-04-09,1579.05,5382.983439409772,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1465517.2413793104,2019-04,7482.229704451926,-28.056426332288396
House,75000000,Gulshan-e-Iqbal Town,24.92754,67.104406,6,6,2019-04-09,7078.5,10595.465140919689,284.09090909090907,182325000.0,353.34302325581393,69.25211416490487,Middle Class,2884615.3846153845,2019-04,7482.229704451926,41.60839160839164
House,9500000,Liaquatabad,24.903253,67.052279,4,5,2019-03-19,871.2,10904.499540863177,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Affordable,2968750.0,2019-03,4407.713498622589,147.39583333333334
Flat,6500000,DHA Defence,24.805045,67.064323,2,2,2019-06-05,544.5,11937.557392102846,24.62121212121212,15801500.0,30.62306201550388,6.001849894291755,Elite,3250000.0,2019-06,15610.651974288336,-23.529411764705873
House,67000000,DHA Defence,24.82409286,67.06140137,5,4,2019-04-09,3267.0,20508.111417202326,253.7878787878788,162877000.0,315.6531007751938,61.86522198731504,Elite,5583333.333333333,2019-04,15610.651974288336,31.372549019607867
Flat,4000000,North Karachi,24.96986,67.066957,2,2,2019-04-09,980.1,4081.2162024283234,15.151515151515152,9724000.0,18.84496124031008,3.693446088794925,Middle Class,1111111.111111111,2019-04,8417.508417508418,-51.515151515151516
Flat,2600000,North Karachi,24.972287,67.066298,2,2,2019-03-19,1089.0,2387.5114784205693,9.848484848484848,6320600.0,12.24922480620155,2.400739957716702,Middle Class,650000.0,2019-03,8417.508417508418,-71.63636363636364
Flat,12500000,DHA Defence,24.805045,67.064323,2,2,2019-04-09,1089.0,11478.42056932966,47.34848484848485,30387500.0,58.89050387596899,11.542019027484136,Elite,3125000.0,2019-04,15610.651974288336,-26.4705882352941
Flat,12700000,DHA Defence,24.805045,67.064323,2,2,2019-04-09,1089.0,11662.075298438936,48.10606060606061,30873700.0,59.8327519379845,11.726691331923888,Elite,3175000.0,2019-04,15610.651974288336,-25.2941176470588
Flat,5400000,Bahria Town Karachi,25.020961,67.321172,2,2,2019-06-27,1143.45,4722.550177095632,20.454545454545453,13127400.0,25.440697674418605,4.986152219873151,Upper Middle,1285714.2857142857,2019-06,5968.778696051423,-20.879120879120876
Flat,12000000,Gulshan-e-Iqbal Town,24.898465,67.0625,3,3,2019-06-07,1334.025,8995.333670658345,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Middle Class,2448979.5918367347,2019-06,7482.229704451926,20.222634508348786
Flat,8500000,Federal B Area,24.922442,67.073629,2,2,2019-05-06,1361.25,6244.260789715335,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1700000.0,2019-05,6597.709513661486,-5.357142857142862
Upper Portion,8000000,Nazimabad,24.916721,67.031622,3,2,2019-04-09,1388.475,5761.716991663516,30.303030303030305,19448000.0,37.68992248062016,7.38689217758985,Middle Class,1568627.4509803923,2019-04,5749.191519942508,0.21786492374727082
Flat,18500000,DHA Defence,24.832117,67.063637,3,3,2019-03-19,2423.025,7635.084243868718,70.07575757575758,44973500.0,87.15794573643412,17.082188160676537,Elite,2078651.6853932585,2019-03,15610.651974288336,-51.09054857898215
Flat,7000000,Gulshan-e-Iqbal Town,24.920535,67.08312,3,2,2019-04-09,1034.55,6766.2268619206425,26.51515151515152,17017000.0,32.97868217054263,6.463530655391118,Middle Class,1842105.2631578948,2019-04,7482.229704451926,-9.56937799043061
House,90000000,DHA Defence,24.810265,67.043552,4,4,2019-03-18,5445.0,16528.92561983471,340.90909090909093,218790000.0,424.0116279069768,83.1025369978858,Elite,4500000.0,2019-03,15610.651974288336,5.882352941176483
Flat,4700000,Gulistan-e-Jauhar,24.916185,67.135196,2,2,2019-04-09,789.525,5952.946391817865,17.803030303030305,11425700.0,22.142829457364343,4.339799154334038,Middle Class,1620689.655172414,2019-04,6427.91551882461,-7.389162561576362
Flat,2200000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-04-09,762.3,2886.002886002886,8.333333333333334,5348200.0,10.364728682170542,2.031395348837208,Middle Class,785714.2857142858,2019-04,6427.91551882461,-55.102040816326536
House,135000000,DHA Defence,24.782215,67.074537,5,5,2019-05-06,7078.5,19071.837253655434,511.3636363636364,328185000.0,636.0174418604652,124.6538054968288,Elite,5192307.692307692,2019-05,15610.651974288336,22.171945701357476
House,13000000,North Karachi,24.972287,67.066298,6,6,2019-06-14,871.2,14921.946740128558,49.24242424242424,31603000.0,61.24612403100775,12.00369978858351,Middle Class,4062500.0,2019-06,8417.508417508418,77.27272727272727
House,25000000,DHA Defence,24.832117,67.063637,4,3,2019-03-19,1089.0,22956.84113865932,94.6969696969697,60775000.0,117.78100775193798,23.084038054968275,Elite,6250000.0,2019-03,15610.651974288336,47.05882352941179
Flat,18000000,DHA Defence,24.805045,67.064323,3,3,2019-04-06,1987.425,9056.94554511491,68.18181818181819,43758000.0,84.80232558139535,16.620507399577164,Elite,2465753.4246575343,2019-04,15610.651974288336,-41.98227236099919
House,41000000,Gulistan-e-Jauhar,24.927151,67.119327,6,6,2019-05-06,3267.0,12549.739822467096,155.3030303030303,99671000.0,193.1608527131783,37.857822410147975,Middle Class,3416666.6666666665,2019-05,6427.91551882461,95.23809523809523
House,70000000,Cantt,24.957832,67.193077,5,5,2019-04-09,5445.0,12855.83103764922,265.1515151515151,170170000.0,329.78682170542635,64.63530655391122,Elite,3500000.0,2019-04,11408.854384060996,12.682926829268299
Flat,27000000,Cantt,24.937425,67.182856,3,3,2019-03-19,2722.5,9917.355371900829,102.27272727272728,65637000.0,127.20348837209302,24.930761099365757,Elite,2700000.0,2019-03,11408.854384060996,-13.073170731707304
House,40000000,DHA Defence,24.819653,67.077749,4,5,2019-03-19,1089.0,36730.94582185491,151.5151515151515,97240000.0,188.4496124031008,36.934460887949285,Elite,10000000.0,2019-03,15610.651974288336,135.29411764705884
Flat,27000000,Cantt,24.937425,67.182856,3,3,2019-03-19,3103.65,8699.43453675511,102.27272727272728,65637000.0,127.20348837209302,24.930761099365757,Elite,2368421.052631579,2019-03,11408.854384060996,-23.74839537869064
Flat,38000000,Cantt,24.937425,67.182856,4,4,2019-03-19,3593.7,10574.060160837022,143.93939393939394,92378000.0,179.02713178294573,35.08773784355179,Elite,2878787.878787879,2019-03,11408.854384060996,-7.317073170731703
House,8500000,Bahria Town Karachi,25.062938,67.314471,3,3,2019-03-19,1361.25,6244.260789715335,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Upper Middle,1700000.0,2019-03,5968.778696051423,4.615384615384612
Flat,6400000,North Karachi,24.981857,67.060118,2,4,2019-04-09,1579.05,4053.069883790887,24.24242424242424,15558400.0,30.15193798449613,5.909513742071884,Middle Class,1103448.275862069,2019-04,8417.508417508418,-51.849529780564254
House,46000000,Gulshan-e-Iqbal Town,24.919484,67.089765,6,6,2019-03-19,2613.6,17600.244872972147,174.24242424242425,111826000.0,216.7170542635659,42.47463002114165,Middle Class,4791666.666666667,2019-03,7482.229704451926,135.22727272727278
House,65000000,Cantt,24.937425,67.182856,5,5,2019-03-19,5445.0,11937.557392102846,246.2121212121212,158015000.0,306.2306201550388,60.018498942917546,Elite,3250000.0,2019-03,11408.854384060996,4.6341463414634045
House,47500000,Cantt,24.935592,67.181485,4,4,2019-03-19,3375.9,14070.321988210551,179.92424242424244,115472500.0,223.78391472868216,43.85967230443973,Elite,3830645.1612903215,2019-03,11408.854384060996,23.328088119590866
House,65000000,Cantt,24.951049,67.186459,5,5,2019-06-14,4655.475,13962.055429360053,246.2121212121212,158015000.0,306.2306201550388,60.018498942917546,Elite,3801169.5906432746,2019-06,11408.854384060996,22.379118528027362
House,100000000,DHA Defence,24.785955,67.067499,6,5,2019-04-18,5445.0,18365.472910927456,378.7878787878788,243100000.0,471.1240310077519,92.3361522198731,Elite,5000000.0,2019-04,15610.651974288336,17.647058823529427
Flat,21000000,Gulshan-e-Iqbal Town,24.898465,67.0625,3,3,2019-06-14,2913.075,7208.877217373394,79.54545454545455,51051000.0,98.93604651162792,19.39059196617336,Middle Class,1962616.8224299063,2019-06,7482.229704451926,-3.653355989804584
House,14900000,Federal B Area,24.937736,67.080152,4,6,2019-07-03,1306.8,11401.89776553413,56.43939393939394,36221900.0,70.19748062015503,13.758086680761096,Middle Class,3104166.666666667,2019-07,6597.709513661486,72.81600140056022
Flat,5800000,Bahria Town Karachi,25.013015,67.314401,1,2,2019-04-09,1143.45,5072.368708732345,21.96969696969697,14099800.0,27.32519379844961,5.355496828752642,Upper Middle,1380952.3809523808,2019-04,5968.778696051423,-15.018315018315015
Flat,7000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-04-09,1824.075,3837.561503775886,26.51515151515152,17017000.0,32.97868217054263,6.463530655391118,Middle Class,1044776.1194029852,2019-04,6427.91551882461,-40.29850746268658
House,150000000,DHA Defence,24.805045,67.064323,6,5,2019-05-06,7078.5,21190.930281839373,568.1818181818181,364650000.0,706.6860465116279,138.5042283298097,Elite,5769230.769230769,2019-05,15610.651974288336,35.74660633484165
House,15000000,Scheme 33,24.971548,67.121945,5,4,2019-03-19,1306.8,11478.42056932966,56.81818181818182,36465000.0,70.6686046511628,13.850422832980977,Upper Middle,3125000.0,2019-03,6630.058464189246,73.1269887185421
House,24000000,North Karachi,24.981857,67.060118,6,6,2019-03-19,2613.6,9182.736455463728,90.9090909090909,58344000.0,113.06976744186046,22.16067653276956,Middle Class,2500000.0,2019-03,8417.508417508418,9.090909090909086
Penthouse,12000000,Gulistan-e-Jauhar,24.929252,67.136679,3,3,2019-04-09,2613.6,4591.368227731864,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Middle Class,1250000.0,2019-04,6427.91551882461,-28.57142857142858
Flat,5000000,Scheme 33,24.965776,67.120174,2,4,2019-03-19,1034.55,4833.019187086173,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Upper Middle,1315789.4736842106,2019-03,6630.058464189246,-27.104425802719117
Flat,5000000,Scheme 33,24.965776,67.120174,2,4,2019-03-19,1034.55,4833.019187086173,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Upper Middle,1315789.4736842106,2019-03,6630.058464189246,-27.104425802719117
House,15000000,North Karachi,24.981312,67.054067,6,6,2019-03-19,1306.8,11478.42056932966,56.81818181818182,36465000.0,70.6686046511628,13.850422832980977,Middle Class,3125000.0,2019-03,8417.508417508418,36.36363636363637
House,5000000,Gadap Town,25.022073,67.066469,2,2,2019-03-19,871.2,5739.2102846648295,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Affordable,1562500.0,2019-03,4979.448161266344,15.257958287596015
House,13500000,Gadap Town,25.029909,67.137192,5,4,2019-03-19,1306.8,10330.578512396694,51.13636363636363,32818500.0,63.60174418604651,12.465380549682877,Affordable,2812500.0,2019-03,4979.448161266344,107.46432491767285
House,26500000,North Karachi,24.97645,67.060289,6,6,2019-03-19,2613.6,10139.271502907866,100.37878787878788,64421500.0,124.84786821705428,24.469080338266394,Middle Class,2760416.666666667,2019-03,8417.508417508418,20.45454545454545
Lower Portion,8300000,Scheme 33,24.957361,67.113078,3,3,2019-03-19,1579.05,5256.325005541306,31.439393939393938,20177300.0,39.10329457364341,7.663900634249472,Upper Middle,1431034.4827586208,2019-03,6630.058464189246,-20.71977895923314
Lower Portion,16000000,North Nazimabad,24.925361,67.039089,3,3,2019-04-09,1633.5,9794.918885827976,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Middle Class,2666666.6666666665,2019-04,7384.9838262255125,32.632909107320124
Flat,6500000,Gulistan-e-Jauhar,24.923142,67.134826,2,2,2019-06-21,1089.0,5968.778696051423,24.62121212121212,15801500.0,30.62306201550388,6.001849894291755,Middle Class,1625000.0,2019-06,6427.91551882461,-7.142857142857157
House,82500000,DHA Defence,24.810265,67.043552,5,5,2019-05-06,5445.0,15151.515151515152,312.5,200557500.0,388.67732558139534,76.17732558139534,Elite,4125000.0,2019-05,15610.651974288336,-2.941176470588218
Flat,3300000,North Karachi,24.974388,67.068701,1,2,2019-04-09,762.3,4329.0043290043295,12.5,8022300.0,15.547093023255814,3.047093023255813,Middle Class,1178571.4285714286,2019-04,8417.508417508418,-48.57142857142856
House,115000000,DHA Defence,24.810265,67.043552,6,6,2019-05-06,5445.0,21120.293847566576,435.6060606060606,279565000.0,541.7926356589147,106.1865750528541,Elite,5750000.0,2019-05,15610.651974288336,35.294117647058854
Flat,22000000,DHA Defence,24.810265,67.043552,3,3,2019-07-05,2286.9,9620.00962000962,83.33333333333333,53482000.0,103.64728682170542,20.313953488372093,Elite,2619047.619047619,2019-07,15610.651974288336,-38.375350140056014
Flat,12500000,DHA Defence,24.824093,67.061405,2,2,2019-06-14,1579.05,7916.152116779076,47.34848484848485,30387500.0,58.89050387596899,11.542019027484136,Elite,2155172.413793104,2019-06,15610.651974288336,-49.29006085192697
Penthouse,6500000,Gulistan-e-Jauhar,24.916185,67.135196,2,2,2019-04-09,2668.05,2436.2362024699687,24.62121212121212,15801500.0,30.62306201550388,6.001849894291755,Middle Class,663265.3061224489,2019-04,6427.91551882461,-62.099125364431494
House,50000000,Scheme 33,24.968436,67.123975,4,6,2019-06-14,4356.0,11478.42056932966,189.3939393939394,121550000.0,235.56201550387595,46.16807610993655,Upper Middle,3125000.0,2019-06,6630.058464189246,73.1269887185421
Flat,16000000,Clifton,24.817121,66.998363,3,3,2019-06-14,1932.975,8277.39624154477,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Elite,2253521.126760564,2019-06,12626.262626262624,-34.44302176696541
