property_type,price,location,latitude,longitude,baths,bedrooms,date_added,area_sqft,price_per_sqft,affordability_years,estimated_price_2026,affordability_years_2026,affordability_change,market_tier,price_per_marla,Month_Year,median_ppsqft,pct_vs_median
Flat,8200000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1034.55,7926.151466821324,31.060606060606062,19934200.0,38.632170542635656,7.5715644820295935,Upper Middle,2157894.736842105,2019-06,6630.058464189246,19.548741683540655
Flat,2400000,Gulistan-e-Jauhar,24.932222,67.14726,2,2,2019-06-05,1089.0,2203.8567493112946,9.090909090909092,5834400.0,11.306976744186048,2.216067653276955,Middle Class,600000.0,2019-06,6427.91551882461,-65.71428571428572
Flat,2600000,Gulistan-e-Jauhar,24.904693,67.12281,2,2,2019-06-05,898.425,2893.953307176448,9.848484848484848,6320600.0,12.24922480620155,2.400739957716702,Middle Class,787878.787878788,2019-06,6427.91551882461,-54.97835497835498
House,35000000,Bahria Town Karachi,24.998516,67.310472,6,6,2019-06-05,2967.525,11794.340401513044,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Upper Middle,3211009.1743119266,2019-06,5968.778696051423,97.60056457304161
House,32500000,Gulistan-e-Jauhar,24.929719,67.130363,6,6,2019-06-05,2613.6,12434.9556167738,123.1060606060606,79007500.0,153.11531007751938,30.009249471458773,Middle Class,3385416.666666667,2019-06,6427.91551882461,93.45238095238095
House,19000000,Gulistan-e-Jauhar,24.923999,67.13414,4,4,2019-06-05,1306.8,14539.332721150904,71.96969696969697,46189000.0,89.51356589147287,17.543868921775896,Middle Class,3958333.3333333335,2019-06,6427.91551882461,126.19047619047619
House,37000000,Scheme 33,24.961598,67.119672,3,3,2019-06-05,4356.0,8494.031221303949,140.15151515151516,89947000.0,174.31589147286823,34.164376321353075,Upper Middle,2312500.0,2019-06,6630.058464189246,28.113971651721148
House,17000000,Scheme 33,24.938913,67.140593,3,3,2019-06-05,1851.3,9182.736455463728,64.39393939393939,41327000.0,80.09108527131782,15.697145877378432,Upper Middle,2500000.0,2019-06,6630.058464189246,38.50159097483367
House,21000000,Scheme 33,24.938913,67.140593,6,6,2019-06-05,2613.6,8034.894398530762,79.54545454545455,51051000.0,98.93604651162792,19.39059196617336,Upper Middle,2187500.0,2019-06,6630.058464189246,21.188892102979466
House,58000000,Gulistan-e-Jauhar,24.929719,67.130363,8,8,2019-06-05,4356.0,13314.967860422406,219.6969696969697,140998000.0,273.2519379844961,53.55496828752644,Middle Class,3625000.0,2019-06,6427.91551882461,107.14285714285711
Upper Portion,7200000,Nazimabad,24.916721,67.031622,3,3,2019-06-05,1388.475,5185.545292497164,27.272727272727277,17503200.0,33.92093023255814,6.6482029598308685,Middle Class,1411764.705882353,2019-06,5749.191519942508,-9.803921568627457
Flat,13500000,DHA Defence,24.779955,67.055179,3,3,2019-06-05,2178.0,6198.347107438017,51.13636363636363,32818500.0,63.60174418604651,12.465380549682877,Elite,1687500.0,2019-06,15610.651974288336,-60.29411764705881
House,175000000,DHA Defence,24.794215,67.06461,5,4,2019-06-21,10890.0,16069.788797061525,662.8787878787879,425425000.0,824.4670542635658,161.58826638477797,Elite,4375000.0,2019-06,15610.651974288336,2.941176470588253
Flat,16000000,Gulistan-e-Jauhar,24.907822,67.129209,4,4,2019-06-05,1932.975,8277.39624154477,60.60606060606061,38896000.0,75.37984496124031,14.7737843551797,Middle Class,2253521.126760564,2019-06,6427.91551882461,28.77263581488933
Flat,2800000,Gadap Town,25.051119,67.064581,1,2,2019-06-05,871.2,3213.9577594123048,10.606060606060606,6806800.0,13.191472868217057,2.5854122621564493,Affordable,875000.0,2019-06,4979.448161266344,-35.45554335894623
House,19500000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-06-05,1524.6,12790.240062967336,73.86363636363636,47404500.0,91.86918604651164,18.00554968287527,Middle Class,3482142.8571428573,2019-06,6427.91551882461,98.97959183673467
House,9700000,Bahria Town Karachi,25.113565,67.353811,3,3,2019-06-14,2559.15,3790.3210050211983,36.74242424242424,23580700.0,45.69903100775194,8.956606765327699,Upper Middle,1031914.8936170212,2019-06,5968.778696051423,-36.49754500818331
Upper Portion,5800000,North Karachi,24.959785,67.07019,2,2,2019-06-05,1306.8,4438.322620140802,21.96969696969697,14099800.0,27.32519379844961,5.355496828752642,Middle Class,1208333.3333333335,2019-06,8417.508417508418,-47.272727272727266
Flat,12300000,Bahria Town Karachi,25.014007,67.322236,2,2,2019-06-14,2069.1,5944.613600115993,46.59090909090909,29901300.0,57.94825581395349,11.357346723044394,Upper Middle,1618421.052631579,2019-06,5968.778696051423,-0.40485829959512964
Flat,11600000,Bahria Town Karachi,25.014007,67.322236,2,2,2019-06-14,2014.65,5757.823939642121,43.93939393939394,28199600.0,54.65038759689922,10.710993657505284,Upper Middle,1567567.5675675676,2019-06,5968.778696051423,-3.534303534303534
House,100000000,DHA Defence,24.805045,67.064323,6,6,2019-07-02,5445.0,18365.472910927456,378.7878787878788,243100000.0,471.1240310077519,92.3361522198731,Elite,5000000.0,2019-07,15610.651974288336,17.647058823529427
Flat,9500000,DHA Defence,24.798481,67.045716,2,2,2019-06-05,1170.675,8114.97640250283,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Elite,2209302.3255813955,2019-06,15610.651974288336,-48.01641586867304
Flat,12500000,Gulistan-e-Jauhar,24.920965,67.122366,3,3,2019-06-05,1824.075,6852.788399599797,47.34848484848485,30387500.0,58.89050387596899,11.542019027484136,Middle Class,1865671.6417910447,2019-06,6427.91551882461,6.609808102345404
House,41500000,DHA Defence,24.819653,67.077749,3,3,2019-06-05,1089.0,38108.35629017447,157.1969696969697,100886500.0,195.51647286821705,38.31950317124736,Elite,10375000.0,2019-06,15610.651974288336,144.11764705882356
House,25000000,North Nazimabad,24.933144,67.033167,9,6,2019-06-05,1742.4,14348.025711662074,94.6969696969697,60775000.0,117.78100775193798,23.084038054968275,Middle Class,3906250.0,2019-06,7384.9838262255125,94.28648795017597
House,4000000,Malir,24.89321,67.195473,3,6,2019-06-05,871.2,4591.368227731864,15.151515151515152,9724000.0,18.84496124031008,3.693446088794925,Affordable,1250000.0,2019-06,9009.477277058751,-49.03846153846153
House,32500000,Scheme 33,24.959382,67.121839,4,4,2019-06-05,2178.0,14921.946740128558,123.1060606060606,79007500.0,153.11531007751938,30.009249471458773,Upper Middle,4062500.0,2019-06,6630.058464189246,125.06508533410472
Flat,4700000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1633.5,2877.257422711968,17.803030303030305,11425700.0,22.142829457364343,4.339799154334038,Upper Middle,783333.3333333334,2019-06,6630.058464189246,-56.60283482788545
Flat,4700000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1633.5,2877.257422711968,17.803030303030305,11425700.0,22.142829457364343,4.339799154334038,Upper Middle,783333.3333333334,2019-06,6630.058464189246,-56.60283482788545
Flat,4700000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1633.5,2877.257422711968,17.803030303030305,11425700.0,22.142829457364343,4.339799154334038,Upper Middle,783333.3333333334,2019-06,6630.058464189246,-56.60283482788545
Flat,4700000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1633.5,2877.257422711968,17.803030303030305,11425700.0,22.142829457364343,4.339799154334038,Upper Middle,783333.3333333334,2019-06,6630.058464189246,-56.60283482788545
Flat,4700000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1633.5,2877.257422711968,17.803030303030305,11425700.0,22.142829457364343,4.339799154334038,Upper Middle,783333.3333333334,2019-06,6630.058464189246,-56.60283482788545
Flat,4500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3240.965807810728,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Upper Middle,882352.9411764706,2019-06,6630.058464189246,-51.11708553829399
Flat,4500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3240.965807810728,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Upper Middle,882352.9411764706,2019-06,6630.058464189246,-51.11708553829399
Flat,4500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3240.965807810728,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Upper Middle,882352.9411764706,2019-06,6630.058464189246,-51.11708553829399
Flat,4500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3240.965807810728,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Upper Middle,882352.9411764706,2019-06,6630.058464189246,-51.11708553829399
Flat,4500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3240.965807810728,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Upper Middle,882352.9411764706,2019-06,6630.058464189246,-51.11708553829399
Flat,4800000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3457.030194998109,18.181818181818183,11668800.0,22.613953488372093,4.43213530655391,Upper Middle,941176.4705882354,2019-06,6630.058464189246,-47.85822457418027
Flat,4800000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3457.030194998109,18.181818181818183,11668800.0,22.613953488372093,4.43213530655391,Upper Middle,941176.4705882354,2019-06,6630.058464189246,-47.85822457418027
Flat,4800000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3457.030194998109,18.181818181818183,11668800.0,22.613953488372093,4.43213530655391,Upper Middle,941176.4705882354,2019-06,6630.058464189246,-47.85822457418027
Flat,4800000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3457.030194998109,18.181818181818183,11668800.0,22.613953488372093,4.43213530655391,Upper Middle,941176.4705882354,2019-06,6630.058464189246,-47.85822457418027
Flat,4800000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1388.475,3457.030194998109,18.181818181818183,11668800.0,22.613953488372093,4.43213530655391,Upper Middle,941176.4705882354,2019-06,6630.058464189246,-47.85822457418027
Flat,7500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1824.075,4111.673039759879,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Upper Middle,1119402.9850746267,2019-06,6630.058464189246,-37.984362250074454
Flat,7500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1824.075,4111.673039759879,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Upper Middle,1119402.9850746267,2019-06,6630.058464189246,-37.984362250074454
Flat,7500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1824.075,4111.673039759879,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Upper Middle,1119402.9850746267,2019-06,6630.058464189246,-37.984362250074454
Flat,7500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1824.075,4111.673039759879,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Upper Middle,1119402.9850746267,2019-06,6630.058464189246,-37.984362250074454
Flat,7500000,Scheme 33,24.938913,67.140593,2,2,2019-06-05,1824.075,4111.673039759879,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Upper Middle,1119402.9850746267,2019-06,6630.058464189246,-37.984362250074454
House,17000000,Gulshan-e-Iqbal Town,24.904149,67.098563,8,8,2019-06-14,1089.0,15610.651974288336,64.39393939393939,41327000.0,80.09108527131782,15.697145877378432,Middle Class,4250000.0,2019-06,7482.229704451926,108.63636363636363
House,9700000,North Karachi,24.972287,67.066298,3,6,2019-06-21,871.2,11134.06795224977,36.74242424242424,23580700.0,45.69903100775194,8.956606765327699,Middle Class,3031250.0,2019-06,8417.508417508418,32.272727272727266
House,12500000,North Karachi,24.962319,67.074319,5,5,2019-06-05,1306.8,9565.350474441384,47.34848484848485,30387500.0,58.89050387596899,11.542019027484136,Middle Class,2604166.666666667,2019-06,8417.508417508418,13.63636363636364
Upper Portion,21000000,Gulistan-e-Jauhar,24.920965,67.122366,4,3,2019-06-05,3267.0,6427.9155188246095,79.54545454545455,51051000.0,98.93604651162792,19.39059196617336,Middle Class,1750000.0,2019-06,6427.91551882461,-1.4149139003295983e-14
Lower Portion,21000000,Gulistan-e-Jauhar,24.920965,67.122366,4,3,2019-06-05,3267.0,6427.9155188246095,79.54545454545455,51051000.0,98.93604651162792,19.39059196617336,Middle Class,1750000.0,2019-06,6427.91551882461,-1.4149139003295983e-14
House,30000000,North Karachi,24.972287,67.066298,4,4,2019-06-14,2613.6,11478.42056932966,113.63636363636364,72930000.0,141.3372093023256,27.70084566596195,Middle Class,3125000.0,2019-06,8417.508417508418,36.36363636363637
House,5000000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-06-14,1306.8,3826.1401897765536,18.939393939393938,12155000.0,23.5562015503876,4.616807610993661,Middle Class,1041666.6666666667,2019-06,6427.91551882461,-40.47619047619048
Flat,8500000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-06-14,1306.8,6504.438322620141,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1770833.3333333335,2019-06,6427.91551882461,1.1904761904761785
House,10000000,Gulistan-e-Jauhar,24.926606,67.130384,2,2,2019-06-14,1442.925,6930.36713619904,37.87878787878788,24310000.0,47.1124031007752,9.23361522198732,Middle Class,1886792.452830189,2019-06,6427.91551882461,7.8167115902964825
Upper Portion,11000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-06-05,2178.0,5050.50505050505,41.66666666666666,26741000.0,51.82364341085271,10.156976744186046,Middle Class,1375000.0,2019-06,6427.91551882461,-21.428571428571438
Flat,3800000,Federal B Area,24.932755,67.065818,2,2,2019-06-05,1932.975,1965.8816073668827,14.393939393939394,9237800.0,17.902713178294572,3.508773784355178,Middle Class,535211.2676056338,2019-06,6597.709513661486,-70.20357438750149
House,12000000,Scheme 33,24.938913,67.140593,3,4,2019-06-05,1306.8,9182.736455463728,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Upper Middle,2500000.0,2019-06,6630.058464189246,38.50159097483367
Flat,4000000,Scheme 33,24.938913,67.140593,3,3,2019-06-14,1306.8,3060.912151821243,15.151515151515152,9724000.0,18.84496124031008,3.693446088794925,Upper Middle,833333.3333333334,2019-06,6630.058464189246,-53.83280300838877
Lower Portion,9000000,Gulistan-e-Jauhar,24.926606,67.130384,3,3,2019-06-05,2178.0,4132.231404958678,34.09090909090909,21879000.0,42.40116279069768,8.310253699788582,Middle Class,1125000.0,2019-06,6427.91551882461,-35.71428571428572
House,31500000,Federal B Area,24.92863,67.064466,7,8,2019-06-05,2178.0,14462.809917355373,119.3181818181818,76576500.0,148.40406976744185,29.08588794926004,Middle Class,3937500.0,2019-06,6597.709513661486,119.20955882352942
House,2800000,Bin Qasim Town,24.826208,67.3546,2,3,2019-06-05,707.85,3955.640319276683,10.606060606060606,6806800.0,13.191472868217057,2.5854122621564493,Other,1076923.076923077,2019-06,6007.04009794919,-34.14992650661441
Flat,3500000,Scheme 33,24.964585,67.125883,6,6,2019-06-14,1306.8,2678.298132843588,13.257575757575758,8508500.0,16.489341085271317,3.231765327695559,Upper Middle,729166.6666666667,2019-06,6630.058464189246,-59.60370263234017
House,23000000,Gadap Town,25.017951,67.136393,4,6,2019-06-05,2178.0,10560.146923783288,87.12121212121212,55913000.0,108.35852713178296,21.237315010570825,Affordable,2875000.0,2019-06,4979.448161266344,112.0746432491767
Flat,2600000,North Karachi,24.972287,67.066298,2,3,2019-06-05,598.95,4340.929960764671,9.848484848484848,6320600.0,12.24922480620155,2.400739957716702,Middle Class,1181818.1818181816,2019-06,8417.508417508418,-48.42975206611571
House,5500000,Malir,24.869033,67.202682,3,5,2019-06-05,1089.0,5050.50505050505,20.83333333333333,13370500.0,25.911821705426355,5.078488372093023,Affordable,1375000.0,2019-06,9009.477277058751,-43.94230769230769
Flat,7500000,Jamshed Town,24.877239,67.033526,2,2,2019-06-05,1034.55,7249.528780629259,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Middle Class,1973684.210526316,2019-06,10713.19253137435,-32.330827067669176
Flat,12200000,Malir,24.943317,67.179783,3,2,2019-06-05,1442.925,8455.047906162828,46.21212121212121,29658200.0,57.47713178294573,11.265010570824522,Affordable,2301886.7924528304,2019-06,9009.477277058751,-6.153846153846152
Flat,7500000,Gulistan-e-Jauhar,24.907822,67.129209,2,2,2019-06-05,1633.5,4591.368227731864,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Middle Class,1250000.0,2019-06,6427.91551882461,-28.57142857142858
Flat,8500000,Gulistan-e-Jauhar,24.924636,67.141903,3,3,2019-06-05,1633.5,5203.550658096113,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1416666.6666666667,2019-06,6427.91551882461,-19.047619047619055
House,26000000,Gulistan-e-Jauhar,24.920408,67.139473,9,9,2019-06-05,2178.0,11937.557392102846,98.48484848484848,63206000.0,122.4922480620155,24.00739957716702,Middle Class,3250000.0,2019-06,6427.91551882461,85.7142857142857
Flat,9500000,Jamshed Town,24.883439,67.033424,2,2,2019-06-05,1089.0,8723.599632690542,35.984848484848484,23094500.0,44.75678294573643,8.771934460887948,Middle Class,2375000.0,2019-06,10713.19253137435,-18.571428571428573
House,67500000,Clifton,24.831143,67.026765,6,5,2019-06-05,2722.5,24793.388429752067,255.6818181818182,164092500.0,318.0087209302326,62.3269027484144,Elite,6750000.0,2019-06,12626.262626262624,96.36363636363642
Upper Portion,8500000,Gulistan-e-Jauhar,24.923142,67.134826,3,3,2019-06-05,1633.5,5203.550658096113,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Middle Class,1416666.6666666667,2019-06,6427.91551882461,-19.047619047619055
Flat,35000000,Clifton,24.820432,67.029383,3,3,2019-06-05,2069.1,16915.567154801607,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Elite,4605263.157894737,2019-06,12626.262626262624,33.97129186602876
Flat,4500000,Gulistan-e-Jauhar,24.904693,67.12281,2,2,2019-06-05,1279.575,3516.792685071215,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Middle Class,957446.8085106384,2019-06,6427.91551882461,-45.2887537993921
Upper Portion,4500000,Scheme 33,24.965776,67.120174,2,2,2019-06-05,1197.9,3756.5740045078887,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Upper Middle,1022727.2727272726,2019-06,6630.058464189246,-43.340258237568044
Flat,7500000,North Nazimabad,24.955324,67.051063,2,3,2019-06-21,735.075,10203.040506070807,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Middle Class,2777777.777777777,2019-06,7384.9838262255125,38.15928032012511
Lower Portion,4000000,Scheme 33,24.965776,67.120174,2,2,2019-06-05,1089.0,3673.094582185491,15.151515151515152,9724000.0,18.84496124031008,3.693446088794925,Upper Middle,1000000.0,2019-06,6630.058464189246,-44.59936361006653
Lower Portion,4000000,Scheme 33,24.965776,67.120174,2,2,2019-06-05,1089.0,3673.094582185491,15.151515151515152,9724000.0,18.84496124031008,3.693446088794925,Upper Middle,1000000.0,2019-06,6630.058464189246,-44.59936361006653
Upper Portion,4500000,Scheme 33,24.965776,67.120174,2,2,2019-06-05,1197.9,3756.5740045078887,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Upper Middle,1022727.2727272726,2019-06,6630.058464189246,-43.340258237568044
Flat,9000000,DHA Defence,24.791955,67.065082,2,2,2019-06-05,1089.0,8264.462809917355,34.09090909090909,21879000.0,42.40116279069768,8.310253699788582,Elite,2250000.0,2019-06,15610.651974288336,-47.05882352941176
House,7500000,Malir,24.89321,67.195473,2,11,2019-06-05,871.2,8608.815426997246,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Affordable,2343750.0,2019-06,9009.477277058751,-4.447115384615373
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9182.736455463728,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Upper Middle,2500000.0,2019-06,5968.778696051423,53.84615384615385
House,20500000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9412.304866850322,77.65151515151516,49835500.0,96.58042635658914,18.928911205073987,Upper Middle,2562500.0,2019-06,5968.778696051423,57.6923076923077
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9182.736455463728,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Upper Middle,2500000.0,2019-06,5968.778696051423,53.84615384615385
House,20500000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9412.304866850322,77.65151515151516,49835500.0,96.58042635658914,18.928911205073987,Upper Middle,2562500.0,2019-06,5968.778696051423,57.6923076923077
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-21,2178.0,9182.736455463728,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Upper Middle,2500000.0,2019-06,5968.778696051423,53.84615384615385
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-21,2178.0,9182.736455463728,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Upper Middle,2500000.0,2019-06,5968.778696051423,53.84615384615385
House,20500000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-21,2178.0,9412.304866850322,77.65151515151516,49835500.0,96.58042635658914,18.928911205073987,Upper Middle,2562500.0,2019-06,5968.778696051423,57.6923076923077
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9182.736455463728,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Upper Middle,2500000.0,2019-06,5968.778696051423,53.84615384615385
House,20500000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9412.304866850322,77.65151515151516,49835500.0,96.58042635658914,18.928911205073987,Upper Middle,2562500.0,2019-06,5968.778696051423,57.6923076923077
House,20500000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9412.304866850322,77.65151515151516,49835500.0,96.58042635658914,18.928911205073987,Upper Middle,2562500.0,2019-06,5968.778696051423,57.6923076923077
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9182.736455463728,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Upper Middle,2500000.0,2019-06,5968.778696051423,53.84615384615385
House,20500000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9412.304866850322,77.65151515151516,49835500.0,96.58042635658914,18.928911205073987,Upper Middle,2562500.0,2019-06,5968.778696051423,57.6923076923077
House,20000000,Bahria Town Karachi,25.005301,67.30881,3,3,2019-06-05,2178.0,9182.736455463728,75.75757575757575,48620000.0,94.2248062015504,18.467230443974643,Upper Middle,2500000.0,2019-06,5968.778696051423,53.84615384615385
Upper Portion,7500000,Gulshan-e-Iqbal Town,24.95155,67.10942,3,3,2019-06-14,1388.475,5401.609679684547,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Middle Class,1470588.2352941178,2019-06,7482.229704451926,-27.807486631016033
Upper Portion,4500000,Scheme 33,24.965776,67.120174,2,2,2019-06-14,980.1,4591.368227731864,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Upper Middle,1250000.0,2019-06,6630.058464189246,-30.749204512583166
Flat,19000000,North Nazimabad,24.942561,67.042007,3,3,2019-07-03,2178.0,8723.599632690542,71.96969696969697,46189000.0,89.51356589147287,17.543868921775896,Middle Class,2375000.0,2019-07,7384.9838262255125,18.126184673707
House,120000000,Gulshan-e-Iqbal Town,24.88776,67.076926,6,6,2019-06-05,4356.0,27548.209366391184,454.54545454545456,291720000.0,565.3488372093024,110.8033826638478,Middle Class,7500000.0,2019-06,7482.229704451926,268.1818181818182
Flat,8500000,DHA Defence,24.817549,67.040842,3,3,2019-06-05,1089.0,7805.325987144169,32.196969696969695,20663500.0,40.04554263565891,7.848572938689216,Elite,2125000.0,2019-06,15610.651974288336,-49.99999999999999
House,35000000,Scheme 33,24.96247,67.121103,6,6,2019-06-05,2613.6,13391.490664217938,132.57575757575756,85085000.0,164.89341085271317,32.31765327695561,Upper Middle,3645833.3333333335,2019-06,6630.058464189246,101.9814868382991
House,7500000,Gadap Town,25.012569,67.080691,2,2,2019-06-28,1660.725,4516.099896129703,28.40909090909091,18232500.0,35.3343023255814,6.925211416490487,Affordable,1229508.1967213117,2019-06,4979.448161266344,-9.305213150744102
House,165000000,Gulshan-e-Iqbal Town,24.899672,67.094536,7,7,2019-06-05,4356.0,37878.78787878788,625.0,401115000.0,777.3546511627907,152.35465116279067,Middle Class,10312500.0,2019-06,7482.229704451926,406.2500000000001
Upper Portion,25000000,Gulshan-e-Iqbal Town,24.899672,67.094536,3,3,2019-06-05,1796.85,13913.237053732924,94.6969696969697,60775000.0,117.78100775193798,23.084038054968275,Middle Class,3787878.787878788,2019-06,7482.229704451926,85.95041322314054
Upper Portion,25000000,Gulshan-e-Iqbal Town,24.899672,67.094536,3,3,2019-06-05,1796.85,13913.237053732924,94.6969696969697,60775000.0,117.78100775193798,23.084038054968275,Middle Class,3787878.787878788,2019-06,7482.229704451926,85.95041322314054
Flat,5200000,North Karachi,24.972287,67.066298,2,2,2019-06-05,1143.45,4547.640911277274,19.696969696969692,12641200.0,24.4984496124031,4.801479915433404,Middle Class,1238095.238095238,2019-06,8417.508417508418,-45.97402597402598
House,50000000,North Nazimabad,24.955324,67.051063,3,3,2019-06-05,4356.0,11478.42056932966,189.3939393939394,121550000.0,235.56201550387595,46.16807610993655,Middle Class,3125000.0,2019-06,7384.9838262255125,55.42919036014079
House,34000000,Scheme 33,24.969596,67.15699,6,6,2019-06-05,2613.6,13008.876645240282,128.78787878787878,82654000.0,160.18217054263565,31.394291754756864,Upper Middle,3541666.666666667,2019-06,6630.058464189246,96.2105872143477
Flat,7000000,North Nazimabad,24.94474,67.0575,3,3,2019-07-01,1334.025,5247.277974550701,26.51515151515152,17017000.0,32.97868217054263,6.463530655391118,Middle Class,1428571.4285714284,2019-07,7384.9838262255125,-28.946655835364222
Flat,2700000,Gulistan-e-Jauhar,24.93591,67.152597,2,2,2019-06-07,898.425,3005.259203606311,10.227272727272728,6563700.0,12.720348837209302,2.493076109936576,Middle Class,818181.8181818182,2019-06,6427.91551882461,-53.24675324675325
Flat,4500000,Gulistan-e-Jauhar,24.923999,67.13414,2,2,2019-06-05,871.2,5165.289256198347,17.045454545454547,10939500.0,21.20058139534884,4.155126849894291,Middle Class,1406250.0,2019-06,6427.91551882461,-19.64285714285715
House,47500000,Gulistan-e-Jauhar,24.927151,67.119327,6,6,2019-06-05,4791.6,9913.181400784706,179.92424242424244,115472500.0,223.78391472868216,43.85967230443973,Middle Class,2698863.636363636,2019-06,6427.91551882461,54.22077922077919
Flat,12000000,Gulistan-e-Jauhar,24.915748,67.119548,3,3,2019-06-05,1742.4,6887.052341597796,45.45454545454545,29172000.0,56.53488372093023,11.080338266384778,Middle Class,1875000.0,2019-06,6427.91551882461,7.142857142857127
House,14200000,North Nazimabad,24.961242,67.056011,6,6,2019-06-05,1306.8,10866.238138965413,53.78787878787879,34520200.0,66.89961240310078,13.111733615221986,Middle Class,2958333.333333333,2019-06,7384.9838262255125,47.13963354093329
House,15400000,North Nazimabad,24.961242,67.056011,6,6,2019-06-05,1306.8,11784.511784511786,58.333333333333336,37437400.0,72.5531007751938,14.219767441860462,Middle Class,3208333.333333333,2019-06,7384.9838262255125,59.57396876974455
House,16500000,North Nazimabad,24.961832,67.050476,6,6,2019-06-05,1306.8,12626.262626262627,62.5,40111500.0,77.73546511627907,15.235465116279071,Middle Class,3437500.0,2019-06,7384.9838262255125,70.97210939615486
House,16800000,North Nazimabad,24.961242,67.056011,6,6,2019-06-05,1306.8,12855.83103764922,63.63636363636363,40840800.0,79.14883720930233,15.512473572938696,Middle Class,3500000.0,2019-06,7384.9838262255125,74.0806932033577
